observationTime,rf_prediction,actual,ECMWF,xgb_predicted,ensemble_rf_pred
2024-05-19,1.4329999999999996,0.3,0.8396025,1.2702892,
2024-05-20,0.2369999999999999,0.2,0.7492533,0.85686195,
2024-05-21,4.013999999999999,9.5,5.2129936,4.0239596,
2024-05-22,1.1099999999999997,0.0,1.6223106,1.476957,
2024-05-23,3.0060000000000007,0.5,7.8662834,4.3092465,
2024-05-24,0.05,0.0,0.19664574,0.27060813,
2024-05-25,1.103,9.9,1.9126282,1.1782229,
2024-05-26,0.0799999999999999,0.0,0.0067059994,0.7430326,
2024-05-27,0.0,0.0,0.0,0.03359039,
2024-05-28,0.06,0.0,0.19853592,0.0,
2024-05-29,0.18,7.300000000000001,0.011761665,0.6625603,
2024-05-30,1.606,0.0,1.2752547,1.7335883,
2024-05-31,0.7759999999999998,1.2999999999999998,2.7354546,2.5355325,
2024-06-01,1.398,0.2,0.9097543,2.233641,
2024-06-02,2.0560000000000005,2.6,4.131689,3.1825871,
2024-06-03,2.132000000000001,0.0,1.8832724,2.1913671,
2024-06-04,0.021,0.0,0.0,0.22715317,
2024-06-05,1.6479999999999997,0.0,1.0313889,0.8526571,
2024-06-06,0.1639999999999999,0.0,0.4563223,0.80383205,
2024-06-07,0.9529999999999998,5.800000000000001,1.3824685,1.1510655,
2024-06-08,1.014,1.1,1.5373087,0.9128074,
2024-06-09,6.1240000000000006,8.4,11.307598,6.065234,
2024-06-10,10.459,1.1,15.838942,9.614622,
2024-06-11,0.008,0.1,0.0020332336,0.1992242,
2024-06-12,0.0,0.0,0.0,0.39237735,
2024-06-13,1.588,0.3,1.7603358,0.9348052,
2024-06-14,10.965,12.2,10.061937,9.86046,
2024-06-15,0.013,0.0,0.09446335,0.21041098,
2024-06-16,0.2599999999999999,0.3,0.49978286,0.52414536,
2024-06-17,4.393,6.0,5.476635,3.9879286,
2024-06-18,0.5940000000000001,0.0,0.3503363,0.7790639,
2024-06-19,21.92199999999999,7.7,22.79161,15.233735,
2024-06-20,0.24,1.8,0.43452454,0.0628135,
2024-06-21,0.018,0.0,0.0,0.26007095,
2024-06-22,3.755,0.3,5.750095,2.9507926,
2024-06-23,1.2679999999999998,1.5,1.0765939,1.2398865,
2024-06-24,1.2909999999999997,0.1,0.93775326,1.042132,
2024-06-25,0.023,0.0,0.018956065,0.21715307,
2024-06-26,0.008,0.0,0.0,0.033606313,
2024-06-27,0.0,0.0,0.0,4.269717,
2024-06-28,0.0139999999999999,0.0,0.0,0.024684457,
2024-06-29,1.9709999999999996,0.1,1.4841006,0.9220811,
2024-06-30,0.0,0.0,0.0034441948,0.049699903,
2024-07-01,12.718000000000002,0.0,16.64853,11.420296,
2024-07-02,0.053,0.1,0.054147243,3.4301715,
2024-07-03,0.103,0.0,0.1810298,0.5453933,
2024-07-04,5.743,1.4,5.6966033,5.5064535,
2024-07-05,5.718000000000002,0.7000000000000001,6.8214526,6.2644277,
2024-07-06,0.008,0.0,0.0017812252,0.12855421,
2024-07-07,14.870000000000005,19.6,18.64148,8.865962,
2024-07-08,4.362,21.3,1.4080868,1.230059,
2024-07-09,0.009,0.0,0.0,1.0679686,
2024-07-10,0.0,0.0,0.0017225742,0.092055105,
2024-07-11,0.428,11.4,0.5337982,0.95235646,
2024-07-12,5.474000000000002,1.9,13.000397,4.204667,
2024-07-13,4.664999999999999,9.8,3.8070726,1.9856074,
2024-07-14,4.960000000000003,0.0,2.627388,4.9221635,
2024-07-15,0.8959999999999999,0.0,0.10592461,0.29451704,
2024-07-16,0.003,0.0,0.014560819,0.6423893,
2024-07-17,1.118,10.9,0.8218975,2.9708476,
2024-07-18,0.762,0.0,0.42988455,0.5756782,
2024-07-19,0.066,0.0,0.034403324,0.09569855,
2024-07-20,0.9269999999999996,0.0,0.88470197,0.39573547,
2024-07-21,0.129,0.0,0.04382515,0.15025301,
2024-07-22,0.384,0.0,0.31502724,1.7433988,
2024-07-23,1.116,0.0,0.1559143,0.33427584,
2024-07-24,10.575000000000005,4.6,10.157965,8.997302,
2024-07-25,9.247000000000003,19.1,11.819588,13.21257,
2024-07-26,8.105000000000004,0.9,7.793103,3.8369632,
2024-07-27,1.11,0.0,0.33041596,1.430812,
2024-07-28,4.834999999999999,13.4,11.469008,4.9549623,
2024-07-29,37.32699999999999,68.9,54.12685,38.12653,
2024-07-30,2.4749999999999988,0.1,1.4671936,5.912772,
2024-07-31,0.17,0.0,0.25919342,0.3529002,
2024-08-01,0.8230000000000001,0.0,0.9169748,0.7007404,
2024-08-02,0.031,0.0,0.14368343,0.21515955,
2024-08-03,0.032,0.0,0.034467697,0.23993751,
2024-08-04,0.0,0.0,0.0,0.20360644,
2024-08-05,1.735,0.9,3.5937755,1.6859413,
2024-08-06,0.8500000000000003,0.0,0.624176,1.2367928,
2024-08-07,0.4230000000000001,1.9,0.8048141,0.9432089,
2024-08-08,0.162,0.0,0.086444736,0.15397002,
2024-08-09,2.33,2.3000000000000003,4.123796,3.838672,
2024-08-10,1.4129999999999998,0.0,1.2338637,1.920151,
2024-08-11,1.297,2.1,1.924466,1.3291291,
2024-08-12,1.2319999999999995,0.0,0.9108319,0.9264645,
2024-08-13,1.286,0.0,1.111319,1.1697052,
