stebejimo_laikas,oro_temp,juntamoji_temp,vejo_greitis,vejo_gusis,vejo_kryptis,debesuotumas,slegis_juros_lyg,santyk_oro_dregme,kritutliu_kiekis,oro_salygos
2018-01-02,2.504166666666667,-0.3958333333333333,2.9791666666666665,7.2,193.0,86.68181818181819,1008.7541666666666,95.45833333333333,0.0,migla
2018-01-03,1.9124999999999999,-1.75,3.8208333333333333,9.6,145.0,90.91304347826087,1002.3916666666668,94.29166666666667,1.5999999999999999,migla
2018-01-04,3.0583333333333336,-1.3041666666666667,5.445833333333333,9.8,144.0,95.0,997.3833333333333,90.20833333333333,0.0,debesuota
2018-01-05,3.2125,-1.0125,5.2875,12.6,193.0,91.5,998.6916666666666,89.5,1.4000000000000001,debesuota
2018-01-06,3.8333333333333335,1.0125,3.2583333333333333,8.6,216.0,89.95833333333333,1006.6791666666667,87.91666666666667,1.2,debesuota
2018-01-07,-0.9875000000000002,-3.9958333333333336,2.5708333333333333,8.0,266.0,53.291666666666664,1024.3,85.91666666666667,0.5,giedra
2018-01-08,-2.1041666666666665,-5.8125,3.1125000000000003,8.9,255.0,41.333333333333336,1032.2541666666668,83.45833333333333,0.0,giedra
2018-01-09,-1.8666666666666665,-4.641666666666667,2.4791666666666665,7.6,221.0,88.65217391304348,1034.2958333333333,91.66666666666667,0.0,debesuota
2018-01-10,-5.675,-6.270833333333333,0.8624999999999999,4.5,70.0,38.27272727272727,1027.3791666666666,92.375,0.0,migla
2018-01-11,-5.166666666666667,-6.720833333333334,1.6166666666666665,6.8,61.0,98.0,1026.5,91.45833333333333,0.5,migla
2018-01-12,-2.9958333333333336,-5.620833333333334,2.1666666666666665,7.8,89.0,90.79166666666667,1037.6625,77.29166666666667,0.0,debesuota
2018-01-13,-7.341666666666666,-10.170833333333333,1.9875,6.4,115.0,35.416666666666664,1044.1916666666666,81.5,0.0,giedra
2018-01-14,-8.549999999999999,-13.008333333333333,2.6666666666666665,6.4,133.0,100.0,1040.7833333333333,80.33333333333333,0.0,nedidelis sniegas
2018-01-15,-9.733333333333333,-16.662499999999998,4.533333333333333,8.9,144.0,55.958333333333336,1032.1541666666667,76.58333333333333,0.0,nedidelis sniegas
2018-01-16,-9.112499999999999,-17.383333333333333,6.654166666666666,14.3,144.0,12.583333333333334,1011.6333333333333,63.625,0.0,giedra
2018-01-17,-6.520833333333333,-10.575000000000001,3.170833333333333,11.5,129.0,96.0,993.9291666666667,84.0,7.0,nedidelis sniegas
2018-01-18,-2.3541666666666665,-5.4624999999999995,2.779166666666667,8.1,186.0,88.79166666666667,999.6166666666667,90.04166666666667,0.2,migla
2018-01-19,-2.25,-4.833333333333333,2.3874999999999997,10.3,351.0,96.5,998.9458333333333,88.45833333333333,5.0,nedidelis sniegas
2018-01-20,-3.204166666666667,-4.866666666666666,1.3916666666666666,4.8,303.0,98.0,1007.975,91.70833333333333,2.3000000000000003,nedidelis sniegas
2018-01-21,-3.8874999999999997,-4.1625000000000005,0.3333333333333333,3.7,304.0,94.5,1014.2458333333334,87.58333333333333,0.0,migla
2018-01-22,-7.354166666666667,-10.291666666666666,1.9625000000000001,6.0,180.0,98.5,1021.4499999999999,87.54166666666667,0.0,debesuota
2018-01-23,-11.641666666666666,-13.9,1.4291666666666665,4.2,164.0,73.0,1029.1166666666666,87.375,0.0,migla
2018-01-24,-6.7,-12.741666666666667,4.533333333333333,10.3,185.0,92.375,1023.9291666666667,90.75,0.5,nedidelis sniegas
2018-01-25,1.1958333333333333,-3.1875,4.8500000000000005,11.2,177.0,94.54545454545455,1017.6541666666667,93.33333333333333,0.4,migla
2018-01-26,0.39166666666666666,-4.1499999999999995,4.570833333333334,9.4,167.0,80.95833333333333,1021.4541666666668,85.625,1.0,migla
2018-01-27,-0.30416666666666664,-3.920833333333333,3.1166666666666667,7.3,192.0,95.82608695652173,1027.175,90.54166666666667,1.7,migla
2018-01-28,1.1875,-3.1875,4.641666666666667,10.4,172.0,96.0,1017.5666666666666,93.33333333333333,8.9,nedidelis lietus
2018-01-29,2.5125,-1.3375000000000001,4.433333333333334,17.1,164.0,97.5,1006.1541666666667,93.45833333333333,8.5,lietus
2018-01-30,1.1083333333333334,-4.266666666666667,6.545833333333333,18.7,296.0,89.95833333333333,1003.4708333333333,83.91666666666667,1.8,lietus
2018-01-31,0.225,-3.625,3.654166666666667,10.3,299.0,96.0,1013.1916666666666,83.0,0.2,debesuota
