observationTime,airTemperature,seaLevelPressure,relativeHumidity,missforest_precipitation,cloudCover_fixed,feelsLikeTemperature_fixed,windSpeed_fixed,windGust_fixed,windDirection_fixed
2019-09-03,13.820833333333333,1019.4333333333334,86.33333333333333,3.4,86.66666666666667,13.820833333333333,1.4874999999999998,7.9,316.0
2019-09-04,13.908333333333333,1018.4375,82.66666666666667,0.0,47.285714285714285,13.908333333333333,1.3916666666666666,7.7,149.0
2019-09-05,16.400000000000002,1015.85,72.95833333333333,0.0,15.666666666666666,16.400000000000002,2.891666666666667,9.4,150.0
2019-09-06,15.612499999999999,1019.0875,69.91666666666667,0.0,36.625,15.612499999999999,2.5791666666666666,9.9,189.0
2019-09-07,14.629166666666668,1023.5291666666667,70.25,0.0,39.75,14.629166666666668,1.375,7.6,68.0
2019-09-08,19.358333333333334,1020.125,69.0,0.0,75.91666666666667,19.329166666666666,3.1875,11.2,124.0
2019-09-09,20.766666666666666,1019.6583333333333,60.458333333333336,0.0,15.208333333333334,20.629166666666666,2.9333333333333336,12.6,144.0
2019-09-10,17.670833333333334,1018.8583333333332,56.625,0.0,27.25,17.670833333333334,3.720833333333333,11.4,128.0
2019-09-11,15.575000000000001,1024.3666666666666,69.875,0.0,23.625,15.445833333333333,2.6833333333333336,10.2,145.0
2019-09-12,16.441666666666666,1024.2875000000001,65.5,0.0,25.75,16.337500000000002,2.670833333333333,11.5,134.0
2019-09-13,14.841666666666667,1021.7875,78.58333333333333,1.7999999999999998,58.625,14.841666666666667,3.8333333333333335,11.8,218.0
2019-09-14,12.237499999999999,1024.3041666666666,75.20833333333333,0.0,20.5,12.191666666666668,3.4458333333333333,17.0,254.0
2019-09-15,12.108333333333334,1016.7041666666668,71.91666666666667,0.0,69.58333333333333,11.441666666666668,4.520833333333333,16.5,220.0
2019-09-16,13.299999999999999,1006.0875,68.91666666666667,1.1,70.20833333333333,13.299999999999999,5.566666666666666,16.4,258.0
2019-09-17,9.454166666666667,1003.8708333333334,82.33333333333333,2.5999999999999996,77.41666666666667,8.116666666666667,3.608333333333333,15.3,223.0
2019-09-18,7.820833333333333,1003.9333333333334,86.83333333333333,2.4,84.70833333333333,5.8999999999999995,3.5375,12.5,278.0
