,time,absorbing_aerosol_index,CO_column_number_density,H2O_column_number_density,cloud_fraction,cloud_top_pressure,cloud_top_height,cloud_base_pressure,cloud_base_height,cloud_optical_depth,tropospheric_HCHO_column_number_density,tropospheric_HCHO_column_number_density_amf,HCHO_slant_column_number_density,cloud_fraction,CH4_column_volume_mixing_ratio_dry_air,aerosol_height,aerosol_optical_depth,CH4_column_volume_mixing_ratio_dry_air_bias_corrected,CH4_column_volume_mixing_ratio_dry_air_uncertainty,NO2_column_number_density,tropospheric_NO2_column_number_density,stratospheric_NO2_column_number_density,NO2_slant_column_number_density,tropopause_pressure,O3_column_number_density,O3_effective_temperature,SO2_column_number_density,SO2_column_number_density_amf,SO2_slant_column_number_density,SO2_column_number_density_15km
25,2018-07-29 00:00:00+03:00,-1.1439128,0.031266157,2868.9639,0.4012413,80166.1,2210.7178,88605.77,1341.7291,18.354073,,,,,,,,,,8.105098e-05,2.1649184e-05,5.932804e-05,0.00019835823,16702.758,,,,,,
26,2018-07-30 00:00:00+03:00,-0.31484497,0.034339953,3280.138,0.2754977,55097.355,5476.3633,61616.086,4541.188,6.2727404,,,,,,,,,,8.5354906e-05,2.7096195e-05,5.9644506e-05,0.00019661797,14427.625,,,,,,
27,2018-07-31 00:00:00+03:00,-1.7384536,0.031736795,2856.965,0.09253977,73061.69,2916.2139,81885.98,1958.7017,4.535129,,,,,,,,,,8.714322e-05,2.6671525e-05,6.046433e-05,0.0001680466,16709.473,,,,,,
28,2018-08-01 00:00:00+03:00,-1.2611803,0.031373397,2443.71,0.048455335,94520.36,1993.2979,98846.17,1207.4705,5.494828,,,,,,,,,,8.2308936e-05,1.8400953e-05,6.3807776e-05,0.00020554595,14428.979,,,,,,
29,2018-08-02 00:00:00+03:00,-1.3876328,0.029962517,2978.7515,0.045847215,77024.16,3299.768,80489.234,2696.1316,5.1587524,,,,,,,,,,8.229609e-05,2.0581581e-05,6.171704e-05,0.00019744472,16710.352,,,,,,
30,2018-08-03 00:00:00+03:00,-1.2211778,0.030145742,1884.2239,0.25763467,27833.793,10507.928,32184.213,9503.509,7.2380366,,,,,,,,,,7.42138e-05,1.3707799e-05,6.0587292e-05,0.00018402953,15567.723,,,,,,
31,2018-08-04 00:00:00+03:00,-1.374534,0.025972374,1954.7139,0.10683643,93029.1,744.47833,98947.93,207.1322,5.0019746,,,,,,,,,,7.4418655e-05,1.3050996e-05,6.131548e-05,0.0001930095,16702.469,,,,,,
32,2018-08-05 00:00:00+03:00,-1.3145134,0.032048106,1509.8643,0.20415491,85914.56,1407.6729,95070.67,557.8235,5.4409304,,,,,,,,,,7.718228e-05,1.6090982e-05,6.098135e-05,0.00016335014,16698.908,,,,,,
33,2018-08-06 00:00:00+03:00,-0.9314322,0.028202323,1335.9564,0.21102276,49901.42,6002.4365,56980.74,4987.7495,7.5992794,,,,,,,,,,7.390167e-05,1.1019267e-05,6.3947824e-05,0.00019715706,14424.749,,,,,,
34,2018-08-07 00:00:00+03:00,-1.2885026,0.031747166,1751.6865,0.19317305,85228.5,1503.4203,93541.46,706.88275,8.198866,,,,,,,,,,7.415621e-05,1.322951e-05,6.099253e-05,0.00019378465,16464.875,,,,,,
35,2018-08-08 00:00:00+03:00,-1.0993464,0.03098087,1570.8162,0.032490164,95996.445,495.03555,99962.17,132.52492,4.9444723,,,,,,,,,,8.291263e-05,2.4331943e-05,5.8580685e-05,0.000193364,16705.906,,,,,,
36,2018-08-09 00:00:00+03:00,-1.3086997,0.03017897,1546.8657,0.04326362,92183.78,879.17834,98282.445,307.21335,4.792098,,,,,,,,,,9.0179405e-05,3.4582772e-05,5.5558543e-05,0.0001975399,15567.119,,,,,,
37,2018-08-10 00:00:00+03:00,-1.6175815,0.03227659,2343.0686,0.14444382,89543.766,1105.7933,97018.17,400.5677,4.388713,,,,,,,,,,9.027157e-05,3.2461267e-05,5.538713e-05,0.00021656707,16703.807,,,,,,
38,2018-08-11 00:00:00+03:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,2018-08-12 00:00:00+03:00,-1.156734,0.029792272,1055.5236,0.25946704,66785.055,3768.6877,75272.67,2790.4626,8.4179325,,,,,,,,,,6.962895e-05,5.980468e-06,6.19662e-05,0.00018612917,19265.383,,,,,,
40,2018-08-13 00:00:00+03:00,-0.84082216,,,0.7742189,59032.137,4361.4307,67194.67,3351.0562,23.391489,,,,,,,,,,9.009912e-05,,5.3409713e-05,0.00017347024,16698.809,,,,,,
41,2018-08-14 00:00:00+03:00,-0.59473294,,,0.99068224,52696.156,5285.424,60143.164,4267.0195,44.204407,,,,,,,,,,0.00011220305,,5.2054787e-05,0.00016391299,16695.434,,,,,,
42,2018-08-15 00:00:00+03:00,-0.3848722,0.03368368,2204.541,0.51484084,85310.0,1436.439,94850.03,548.5665,14.851234,,,,,,,,,,6.990373e-05,,5.9920432e-05,0.0001946278,19261.092,,,,,,
43,2018-08-16 00:00:00+03:00,-1.1090281,0.044550803,1862.0447,0.0935697,85365.22,1493.0444,94371.84,644.119,5.2854924,,,,,,,,,,7.2959076e-05,1.3148807e-05,5.931147e-05,0.00015774179,14428.104,,,,,,
44,2018-08-17 00:00:00+03:00,-0.6444887,0.044968266,1545.0529,0.09846165,89511.266,1260.792,97358.39,417.12015,5.4559307,,,,,,,,,,7.285242e-05,1.617855e-05,5.6863726e-05,0.00019246573,14427.641,,,,,,
45,2018-08-18 00:00:00+03:00,-1.4748731,0.033693485,1955.8412,0.28665462,73451.12,2915.776,82229.65,1975.2092,9.715727,,,,,,,,,,7.830934e-05,3.197374e-05,5.4285327e-05,0.0001912434,16706.652,,,,,,
46,2018-08-19 00:00:00+03:00,-0.9099356,0.035369363,2091.441,0.58730274,60292.727,4511.7827,68555.93,3492.5913,15.652966,,,,,,,,,,6.585878e-05,2.483656e-05,5.300942e-05,0.00016018987,14427.309,,,,,,
47,2018-08-20 00:00:00+03:00,-0.6942258,,,0.7109531,65084.66,3606.7302,73918.18,2585.507,11.986968,,,,,,,,,,7.4719894e-05,3.579672e-05,5.401502e-05,0.00017788351,14428.775,,,,,,
48,2018-08-21 00:00:00+03:00,-1.2831377,0.03399399,1136.6929,0.067139335,85816.0,1415.5741,94349.164,626.0515,4.768062,,,,,,,,,,6.6079796e-05,9.414511e-06,5.666528e-05,0.00014643531,16389.672,,,,,,
49,2018-08-22 00:00:00+03:00,-0.81868243,0.032475628,1216.9728,0.07406525,93239.27,1160.7444,98399.305,445.58255,5.8571467,,,,,,,,,,6.973896e-05,1.4575999e-05,5.498743e-05,0.00019516618,14429.776,,,,,,
50,2018-08-23 00:00:00+03:00,-1.1035099,0.03484149,1400.5806,0.025226643,98387.2,502.82086,100685.57,93.29738,4.881806,,,,,,,,,,7.936837e-05,2.5469784e-05,5.389859e-05,0.00019576604,14426.016,,,,,,
51,2018-08-24 00:00:00+03:00,-1.3945224,0.035739698,2530.878,0.36857423,48390.58,6185.202,54969.305,5196.415,6.3429694,,,,,,,,,,0.0001064056,5.1049195e-05,5.1256327e-05,0.00019249078,14420.883,,,,,,
52,2018-08-25 00:00:00+03:00,-0.61338246,,,0.93651366,52221.645,5256.5615,59622.742,4244.2876,40.309708,,,,,,,,,,8.061943e-05,,5.0142466e-05,0.00016005305,16696.082,,,,,,
53,2018-08-26 00:00:00+03:00,-1.5150305,,,0.81656426,41760.84,6885.901,47946.957,5878.042,12.292085,,,,,,,,,,9.281869e-05,,5.5207718e-05,0.0001454069,16698.785,,,,,,
54,2018-08-27 00:00:00+03:00,-0.3990841,0.03490269,1227.8661,0.23255932,80395.05,1964.3931,89964.19,1038.6188,7.249806,,,,,,,,,,6.714244e-05,9.738702e-06,5.799711e-05,0.00020105593,17227.896,,,,,,
55,2018-08-28 00:00:00+03:00,-0.2851436,0.05288861,1772.104,0.35300156,80039.42,1998.871,90151.45,1022.8784,12.469924,,,,,,,,,,7.896562e-05,1.6762471e-05,5.347142e-05,0.00020205404,19272.92,,,,,,
56,2018-08-29 00:00:00+03:00,-0.84417117,0.049587045,1359.2622,0.21695559,79587.56,2141.4343,88653.01,1243.3927,14.958878,,,,,,,,,,7.334485e-05,1.987517e-05,5.37494e-05,0.00019200222,19282.156,,,,,,
57,2018-08-30 00:00:00+03:00,-0.6552468,0.046314716,1439.6177,0.2007283,73730.33,2776.323,83085.47,1797.2363,5.7291436,,,,,,,,,,7.4217416e-05,1.9232788e-05,5.0973038e-05,0.00018491778,16705.29,,,,,,
58,2018-08-31 00:00:00+03:00,-0.17974512,0.045265485,1266.85,0.93960804,82399.64,1763.061,92979.734,763.66327,52.45806,,,,,,,,,,9.231562e-05,,4.6516456e-05,0.00018864399,19271.11,,,,,,
59,2018-09-01 00:00:00+03:00,-1.6163774,0.043004774,1705.3789,0.30632454,70247.65,3255.5544,79505.35,2256.6042,7.034702,,,,,,,,,,6.7534165e-05,1.8395536e-05,5.15535e-05,0.00015393543,16712.705,,,,,,
60,2018-09-02 00:00:00+03:00,-0.9494389,0.042231813,1362.0981,0.304111,84971.414,1801.9646,93316.72,890.81415,11.352179,,,,,,,,,,7.08563e-05,2.3002813e-05,4.7852875e-05,0.00019079156,16718.139,,,,,,
61,2018-09-03 00:00:00+03:00,-1.079714,0.041101966,1356.2554,0.13398936,90022.06,1128.4451,97288.49,441.2406,4.977498,,,,,,,,,,6.9445654e-05,2.11507e-05,4.807875e-05,0.00018009401,16418.469,,,,,,
62,2018-09-04 00:00:00+03:00,-0.5571946,0.041974984,1503.2861,0.46100268,71660.64,2962.7358,80462.516,2014.427,12.455857,,,,,,,,,,6.7155925e-05,1.905987e-05,4.797838e-05,0.00017333256,16703.908,,,,,,
63,2018-09-05 00:00:00+03:00,-0.36113414,0.04086869,1346.7964,0.8510423,90532.96,972.0148,99272.44,193.69078,21.61935,,,,,,,,,,6.35595e-05,,4.675993e-05,0.00018067655,16705.77,,,,,,
64,2018-09-06 00:00:00+03:00,-1.5843353,0.037454326,1926.0189,0.094692625,72334.984,2942.141,81261.32,1986.6846,4.6834817,,,,,,,,,,7.692967e-05,2.8774954e-05,4.8416987e-05,0.00016123385,16704.025,,,,,,
65,2018-09-07 00:00:00+03:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,2018-09-08 00:00:00+03:00,-0.9435642,,,0.4628144,57295.82,4692.674,65224.992,3687.9426,12.599115,,,,,,,,,,7.210419e-05,3.4896042e-05,4.582294e-05,0.00016819872,16706.455,,,,,,
67,2018-09-09 00:00:00+03:00,-1.362444,0.03714416,1136.4253,0.07290055,89204.35,1392.7175,94922.234,745.0856,4.4075413,,,,,,,,,,6.7053465e-05,2.1754502e-05,4.529897e-05,0.00017206144,16713.059,,,,,,
68,2018-09-10 00:00:00+03:00,-1.1997995,0.034479752,1159.7596,0.044795174,90212.09,1052.7435,97738.516,366.3387,4.618042,,,,,,,,,,7.514865e-05,2.8850503e-05,4.6298155e-05,0.00018460464,16711.402,,,,,,
69,2018-09-11 00:00:00+03:00,-0.7246288,,,0.73011273,46742.633,6259.9204,53490.668,5263.8584,18.088524,,,,,,,,,,8.170337e-05,,4.3784472e-05,0.00016021659,14426.904,,,,,,
70,2018-09-12 00:00:00+03:00,-0.7677785,,,0.9738414,76431.39,2329.577,86482.08,1321.1487,65.65376,,,,,,,,,,6.783513e-05,,4.382517e-05,0.00017974147,13055.652,,,,,,
71,2018-09-13 00:00:00+03:00,-0.9371004,0.036901534,670.91034,0.17898005,90140.03,1040.0065,98065.89,320.93146,5.191574,,,,,,,,,,5.92168e-05,1.2745577e-05,4.7001806e-05,0.0001760525,14428.075,,,,,,
72,2018-09-14 00:00:00+03:00,-1.2584534,0.03317418,981.699,0.099773005,92069.25,1045.2112,98594.24,333.97778,4.5581365,,,,,,,,,,6.1191524e-05,1.573118e-05,4.5509045e-05,0.00016949777,16708.63,,,,,,
73,2018-09-15 00:00:00+03:00,-0.46530488,0.03405726,1175.2126,0.8228973,68447.94,3255.6177,77602.34,2259.622,24.112637,,,,,,,,,,0.000115349845,,4.395273e-05,0.00018129667,19273.078,,,,,,
74,2018-09-16 00:00:00+03:00,-0.9611789,0.035134666,935.6183,0.17710182,91576.04,905.94324,98715.38,273.375,4.6513004,,,,,,,,,,6.0216924e-05,1.37112365e-05,4.5926685e-05,0.0001756302,17837.824,,,,,,
75,2018-09-17 00:00:00+03:00,-0.9321695,,,0.9290891,63184.42,3887.1572,71804.44,2881.4087,27.640894,,,,,,,,,,6.5607484e-05,,4.757932e-05,0.00013683576,16705.123,,,,,,
76,2018-09-18 00:00:00+03:00,-1.0944502,0.031580545,1494.1588,0.07326271,94153.41,1296.0815,99269.44,351.0806,4.743685,,,,,,,,,,7.382123e-05,2.775156e-05,4.606967e-05,0.00018820241,13056.782,,,,,,
77,2018-09-19 00:00:00+03:00,-1.0988977,0.03323785,1640.0392,0.09362245,90430.07,986.0056,98317.78,262.30692,4.3329887,,,,,,,,,,7.63062e-05,3.070697e-05,4.5599223e-05,0.00019493683,13823.279,,,,,,
78,2018-09-20 00:00:00+03:00,-1.0143497,0.03268278,1824.6578,0.20401274,77978.1,2295.3037,86783.195,1390.8331,4.628666,,,,,,,,,,7.5718024e-05,3.0128176e-05,4.5203757e-05,0.00017638027,16704.21,,,,,,
79,2018-09-21 00:00:00+03:00,-0.7905723,0.031562876,1936.5293,0.08618938,84438.28,1579.4691,91679.74,886.65295,4.409572,,,,,,,,,,8.625587e-05,3.57909e-05,4.3953587e-05,0.00018178871,16697.008,,,,,,
80,2018-09-22 00:00:00+03:00,-1.4327714,0.029803118,1079.7609,0.44660676,68631.164,3183.879,77397.58,2230.906,15.15438,,,,,,,,,,6.4014894e-05,1.2071759e-05,5.1589734e-05,0.00016771693,22133.912,,,,,,
