,time,dust,sia,pm2p5,pans,nmvoc,nh3,pm10
646,2019-10-09,0.043890998,3.8964312,7.080107,0.98713905,6.0267467,0.14971082,9.300917
647,2019-10-10,0.056410562,2.53741,5.970594,0.8521395,5.1526046,0.061252277,5.5877166
648,2019-10-11,0.019425917,4.1351995,7.0156803,0.9021018,4.9205785,0.1687922,8.972425
649,2019-10-12,0.13324851,2.775523,5.1474,0.90630484,3.9371016,0.16900438,6.662285
650,2019-10-13,0.26252106,1.7339255,3.8437128,0.97556084,2.4132843,0.1280185,4.543531
651,2019-10-14,1.7424055,4.4990573,10.298039,1.3264121,4.020641,0.36587682,12.920085
652,2019-10-15,0.8541715,2.7216759,6.470633,0.8892223,2.569576,0.4189129,8.83741
653,2019-10-16,2.191893,8.796282,18.020237,1.7612251,5.2969956,0.4688309,19.878796
654,2019-10-17,0.1865596,3.6850653,5.9058547,0.9031773,4.151192,0.11943754,7.824447
655,2019-10-18,0.5158197,5.792132,11.035924,1.4213518,4.878791,0.17950957,13.429882
656,2019-10-19,0.74326354,10.04366,17.464167,1.9001555,5.8094673,0.12575896,18.987242
657,2019-10-20,0.66598666,10.7518835,18.055714,1.8767225,5.0283465,0.17660417,20.06794
658,2019-10-21,0.37161508,9.956703,16.513844,1.5948995,4.915829,0.15443407,19.15692
659,2019-10-22,0.85321426,8.404461,15.895167,1.387982,5.339584,0.20223884,16.545683
660,2019-10-23,0.12547992,4.4035034,6.8196206,1.0568949,5.6737437,0.12418717,8.238916
661,2019-10-24,1.4388498,7.1908,11.112156,1.0790874,4.329791,0.098734625,14.015683
662,2019-10-25,3.748121,12.378909,23.11825,1.7540504,6.9082756,0.15165876,26.367247
663,2019-10-26,0.9611714,5.9875965,10.332429,1.1259475,5.5595164,0.19385098,11.452782
664,2019-10-27,0.94507843,3.682707,7.353825,0.8142853,3.4815204,0.21907489,9.51681
665,2019-10-28,0.0119794635,1.5122576,3.3133867,0.6433583,2.0218608,0.14671545,7.729498
666,2019-10-29,0.013992007,0.88463044,1.8334097,0.71460634,1.7170953,0.11870769,2.2804706
667,2019-10-30,0.010139983,0.66258466,1.8399873,0.7508839,1.3053554,0.08914872,2.7871287
668,2019-10-31,0.012195483,1.1346583,2.4406602,0.7445094,1.6825867,0.05678441,3.5857217
669,2019-11-01,0.014879064,2.0696375,3.8249905,0.7148841,2.264416,0.040738124,6.279573
670,2019-11-02,0.11490352,5.6611314,11.154344,1.3205084,4.2618794,0.04057562,12.375482
671,2019-11-03,0.37110153,4.331472,10.246964,0.95242053,4.5585914,0.0432003,11.622829
672,2019-11-04,1.1701682,2.8857641,8.68394,0.8189412,3.8201272,0.04584415,9.509566
673,2019-11-05,0.049636815,4.5945206,7.852876,0.7867028,5.943357,0.074931614,9.048426
674,2019-11-06,0.025462324,4.559129,7.57477,0.8579249,5.827797,0.036649592,8.995591
675,2019-11-07,0.01661068,5.061399,9.1309395,0.948904,6.780045,0.025450552,12.443966
676,2019-11-08,0.02584354,5.711436,9.915077,1.2113862,5.870697,0.033345852,12.9386215
677,2019-11-09,0.72793514,3.1329434,8.341079,0.8954657,4.20039,0.01918011,9.225661
678,2019-11-10,0.19193743,3.0562792,7.3345876,1.1034952,4.9064975,0.028004678,7.8554516
679,2019-11-11,0.023021227,1.3857492,2.9486744,1.2199905,4.2949014,0.021499025,3.9531276
680,2019-11-12,0.19895566,3.8906052,7.954546,1.20761,4.807921,0.027428856,9.129031
681,2019-11-13,7.3809757,6.796833,16.220793,0.62939626,3.3311021,0.055766564,22.078804
682,2019-11-14,3.843877,4.83206,13.121853,0.7469875,4.9957275,0.021212729,15.40728
683,2019-11-15,3.2637568,5.983792,14.630054,0.7904759,4.0644574,0.0075561744,16.786123
684,2019-11-16,3.5977094,7.587789,15.124625,0.90039116,2.9427242,0.024539173,17.947374
685,2019-11-17,3.399359,6.1397023,11.65696,0.8022728,3.5010014,0.09393945,15.078224
686,2019-11-18,4.0462456,7.071045,15.579544,0.75444525,2.8081496,0.0057614143,19.224379
687,2019-11-19,2.4742591,7.227867,14.850033,1.0401123,4.831317,0.02040659,17.58016
688,2019-11-20,2.1083832,5.142656,14.248971,1.1117624,4.202104,0.0080124885,16.456095
689,2019-11-21,2.1343231,2.9951324,10.197207,0.81642884,3.1122887,0.008191414,12.086525
690,2019-11-22,0.6918349,3.1769092,6.5058885,0.9359255,2.6994963,0.118530385,8.127697
691,2019-11-23,0.5813903,4.092405,7.638595,1.0791643,3.12113,0.06343353,9.580309
692,2019-11-24,0.85057545,4.456845,7.939247,1.0697488,3.2983239,0.04518536,9.453315
693,2019-11-25,1.4051924,4.8288946,10.660907,1.1613919,3.589647,0.005986932,12.722034
694,2019-11-26,1.0777777,5.166938,11.156585,1.091096,3.4326441,0.0009930421,12.670758
695,2019-11-27,1.1698612,5.9746356,11.549912,1.1672165,3.6793802,0.007000972,13.427231
696,2019-11-28,0.5945985,7.10174,14.476658,1.0159978,5.7609963,0.0015235267,15.564232
697,2019-11-29,0.18944742,4.9355197,8.818183,0.76281285,7.076278,0.01697458,10.487372
698,2019-11-30,0.014988451,0.44511887,1.7244133,0.698971,1.8168291,0.08543495,4.887336
699,2019-12-01,0.004493252,0.85213727,2.5064526,0.6879394,1.4011759,0.07081913,4.9222426
700,2019-12-02,0.0042824857,3.238701,6.277941,0.6311165,3.6601324,0.01081707,7.642654
701,2019-12-03,0.005794003,0.37052873,2.0197637,0.6918872,1.2744728,0.07039132,4.270545
702,2019-12-04,0.019596169,2.1043222,4.3516293,0.4634702,3.9937248,0.0125116035,6.031606
703,2019-12-05,0.02054834,6.3055973,10.943618,0.6883866,6.909813,0.015523364,14.159127
704,2019-12-06,0.014942739,7.426108,13.13477,0.9742796,7.141651,0.03821788,17.117382
705,2019-12-07,0.097706385,5.8450255,11.485187,0.7575484,7.58168,0.011661309,14.240135
706,2019-12-08,0.010227776,2.7022915,5.519151,0.64985317,3.5503683,0.03136946,9.291213
707,2019-12-09,0.037767075,4.8504376,7.7195187,0.48589,4.662663,0.03113185,11.3533125
708,2019-12-10,0.018661706,3.828865,8.07499,0.649559,4.8274627,0.018252078,12.759513
709,2019-12-11,0.004435971,1.377895,3.0042408,0.6756589,2.5990572,0.030589081,4.332912
710,2019-12-12,0.6242586,5.3661847,10.981576,0.9427312,5.699631,0.008770363,12.409411
711,2019-12-13,0.86305946,6.699316,17.194725,0.9680515,4.8158126,0.0014981475,19.245995
712,2019-12-14,0.9067666,4.9148254,12.062789,1.063658,4.8021626,0.0017266514,13.815395
713,2019-12-15,0.02798883,2.8401167,7.299019,0.7220185,4.123381,0.015463165,10.889064
714,2019-12-16,0.0006104039,2.0479784,5.8654637,0.69481117,2.6894553,0.10163856,15.853391
715,2019-12-17,0.031864937,6.654961,13.953331,0.6207194,5.780619,0.043935757,18.79905
716,2019-12-18,0.75499225,4.0448956,8.725577,0.5613915,4.9518237,0.10719535,12.082497
717,2019-12-19,0.024481973,2.7799177,5.0596495,0.78075296,4.36643,0.034007404,9.165267
718,2019-12-20,2.7778704,6.29742,14.150701,0.5979949,3.9005673,0.029575566,17.96773
719,2019-12-21,9.093676,6.64714,20.17456,0.56199616,5.454922,0.018872662,25.524618
720,2019-12-22,2.86489,2.7944014,11.163415,0.54487556,4.0741124,0.0037532737,13.556629
721,2019-12-23,1.3706568,4.0808587,10.702256,0.60807544,4.3797584,0.00093768927,11.811916
722,2019-12-24,0.57030314,1.6250628,5.4240537,0.54675466,4.9617286,0.0041458313,6.472049
723,2019-12-25,0.2576441,1.193946,4.225778,0.63987875,4.3972564,0.0003962704,4.3782096
724,2019-12-26,0.17546225,1.0042237,3.1804905,0.6896984,3.8308678,0.004348321,4.410507
725,2019-12-27,0.36158624,1.0199908,2.6061485,0.6578202,4.58659,0.004353024,3.5521727
726,2019-12-28,0.31079412,0.63892066,1.8613733,0.81984997,2.0342972,0.028862214,3.2133904
727,2019-12-29,0.2669683,0.9645398,2.4573393,0.81424457,1.732996,0.07267942,3.7346838
728,2019-12-30,1.0448408,3.5999851,8.073016,0.59603685,4.6500463,0.15951091,11.610881
729,2019-12-31,0.55352145,1.7798295,4.7225866,0.49784485,3.6478655,0.050307583,8.03952
730,2020-01-01,0.010409986,0.5830299,3.1928718,0.58264977,1.5628535,0.04577304,4.30733
731,2020-01-02,0.5627594,2.219005,8.6604395,0.4990107,3.67394,0.04940633,8.404386
732,2020-01-03,0.62221104,3.4675753,15.7136,0.5999435,6.394113,0.07488197,7.5448055
733,2020-01-04,0.10835919,0.8787616,5.146733,0.6273155,3.5310392,0.04369868,6.93235
734,2020-01-05,0.00259356,0.22457246,3.1050053,0.8107297,1.1804892,0.075959116,5.1396804
735,2020-01-06,0.007470329,1.7366568,8.000727,0.6754336,4.035547,0.03270575,6.411837
736,2020-01-07,0.02782162,3.2003434,16.995285,0.526474,4.9584136,0.00883401,6.9707465
737,2020-01-08,0.063612476,3.489671,19.687414,0.7326129,8.570535,0.011151142,9.529643
738,2020-01-09,0.050317828,1.7287575,7.5961986,0.53293455,3.1383018,0.03343782,12.890582
739,2020-01-10,0.17971349,1.6807598,8.785628,0.43204835,11.201943,0.007740636,5.2513757
740,2020-01-11,0.051069375,0.6638519,3.4189723,0.55751264,5.444685,0.028074855,3.2581205
741,2020-01-12,0.1107862,2.676506,7.433642,0.5915923,4.61388,0.026479393,8.122771
742,2020-01-13,0.04870444,1.8708569,6.990316,0.5076058,4.9138556,0.007365636,6.473036
743,2020-01-14,0.066220954,2.9530423,10.683049,0.6791632,5.423409,0.013303149,8.589747
744,2020-01-15,0.16991466,5.4432664,19.63303,0.8688974,8.357818,0.09970143,12.040778
745,2020-01-16,0.08594973,3.155222,12.820764,0.836343,6.432219,0.05686617,12.89046
746,2020-01-17,0.011922207,1.2996515,9.542946,0.74967164,2.733495,0.057801634,6.3456025
747,2020-01-18,0.26121646,6.792944,19.403265,0.9645796,9.597624,0.015327975,15.932713
748,2020-01-19,0.07529498,2.9546888,15.243966,0.7797385,4.6578526,0.0130769275,8.834258
749,2020-01-20,0.006363366,1.2095213,5.3217683,0.59472203,2.6364543,0.016207455,5.3418274
750,2020-01-21,0.04937436,1.8749996,5.3400226,0.44360182,3.556515,0.012214293,8.627591
751,2020-01-22,0.019950364,0.403546,2.7899446,0.59061474,1.8219384,0.06570377,4.9431276
752,2020-01-23,0.014187716,0.6503528,3.32459,0.6365351,2.0154912,0.08289442,5.210238
753,2020-01-24,0.33742225,2.0636466,5.3413243,0.37574103,5.044409,0.0029132597,6.9349275
754,2020-01-25,0.048872396,0.9014097,3.5028856,0.53096265,2.6543877,0.05021708,8.306514
755,2020-01-26,0.06981388,1.9874543,6.365622,0.50617063,4.7831483,0.008593986,7.764766
756,2020-01-27,0.20227969,3.3888624,13.010667,0.8352687,9.722611,0.0056149694,7.566563
757,2020-01-28,4.0494742,7.216246,25.392931,1.4747394,9.483789,0.0037728362,19.40777
758,2020-01-29,1.044077,2.6629183,11.205348,0.9698574,8.179238,0.014891823,9.368397
759,2020-01-30,0.01315247,1.2836151,5.682441,0.6323889,4.480821,0.013978572,6.3204007
760,2020-01-31,0.0022121894,1.5231458,6.7346625,0.5105322,6.6136856,0.008212732,3.8187351
761,2020-02-01,0.012968484,1.9546262,5.5849595,0.45506868,5.502234,0.04067381,4.445189
762,2020-02-02,0.05149954,0.887243,3.2568343,0.5840998,3.365716,0.1423563,5.1641903
763,2020-02-03,0.0487109,0.7759225,3.2906914,0.78196096,3.280445,0.23752576,4.790882
764,2020-02-04,0.020190539,0.7389291,3.1545126,0.7732747,2.1736403,0.20988642,3.539344
765,2020-02-05,0.010744856,0.7833843,3.9620893,0.78747016,1.5064751,0.27006093,4.0462785
766,2020-02-06,0.021647638,0.9143534,2.9175699,0.70981485,2.1066005,0.20652322,4.357576
767,2020-02-07,0.0009746808,0.64856327,3.8702223,0.8669081,1.3833485,0.3405578,4.1932225
768,2020-02-08,0.38231874,2.5586717,6.942837,0.6959986,2.8204634,0.15555759,6.6190777
769,2020-02-09,0.6557856,7.281788,20.156157,0.99300164,5.988615,0.37707874,12.446945
770,2020-02-10,0.42103514,4.2183957,10.522716,0.8929734,5.4991555,0.19353837,11.719182
771,2020-02-11,0.0067145806,1.6418672,5.225673,0.7888198,4.1542325,0.10512724,10.224223
772,2020-02-12,0.009977995,1.2008594,5.0322833,0.8328233,3.2429097,0.13266133,7.554669
773,2020-02-13,0.011475407,1.2602915,5.297352,0.8300066,2.9164915,0.14063905,7.7013144
774,2020-02-14,0.009039349,6.369271,13.32935,1.1464809,4.935183,0.09350444,13.875991
775,2020-02-15,0.007651135,5.9300976,13.10324,1.3981894,5.021047,0.17203827,10.455833
776,2020-02-16,0.027961666,8.22745,16.842154,1.3651185,8.31753,0.4296427,13.596653
777,2020-02-17,0.062282052,2.9860146,7.973686,0.80497766,4.9221077,0.7791094,11.539874
778,2020-02-18,0.009534466,3.1950924,8.14627,0.8021738,5.4181314,0.31005546,13.5901785
779,2020-02-19,0.007268905,4.202971,9.049341,0.90709907,6.2021847,0.30126134,14.006415
780,2020-02-20,0.0033885806,2.9750779,7.9472814,0.9345567,5.123223,0.16126753,9.345267
781,2020-02-21,0.0048029064,3.7571614,9.658481,1.0526377,5.0374055,0.0950715,11.7504425
782,2020-02-22,0.011586882,3.7131987,9.91432,0.8545125,4.873456,0.21880125,14.893252
783,2020-02-23,0.011531539,0.93439937,5.39884,0.794869,1.9955744,0.18454808,12.359936
784,2020-02-24,0.0027401128,0.69236755,4.2023835,0.83740634,1.7568523,0.28099027,6.302009
785,2020-02-25,0.010981962,2.7507992,7.5247674,0.8065629,4.992683,0.101655126,6.9163613
786,2020-02-26,0.035416547,4.7472196,9.069112,1.1127995,5.744213,0.24128431,9.272436
787,2020-02-27,0.010270366,2.2413163,6.144961,1.1041749,3.8787458,0.118727624,5.659824
788,2020-02-28,0.004776979,1.5156435,4.3759403,1.1287028,3.4415271,0.15673555,4.1291347
789,2020-02-29,0.045353577,3.4983912,7.7067304,1.189777,4.9298244,0.27438754,8.640573
790,2020-03-01,1.1815106,5.609592,12.270255,0.9669164,6.692383,1.2532783,14.474022
791,2020-03-02,0.6073238,7.099136,14.7778635,1.2125306,7.025456,0.5022443,13.138663
792,2020-03-03,0.3222716,5.7467628,12.27259,1.2402095,7.415283,0.28132233,11.533463
793,2020-03-04,0.3026024,4.605595,9.784553,1.2045517,8.446685,0.4542968,9.253949
794,2020-03-05,0.00908388,5.3236694,8.844663,1.4786795,6.144095,0.8470085,12.327809
795,2020-03-06,0.019049114,7.483278,11.504825,1.6738993,6.5689235,0.78976107,13.673102
796,2020-03-07,0.08115546,4.565838,9.250879,1.5612826,7.340092,0.25118223,8.988878
797,2020-03-08,0.050180208,7.0201283,15.975906,1.8097578,16.214544,0.275527,12.796317
798,2020-03-09,0.045949653,6.14463,11.607689,2.125723,11.733047,0.4196975,10.8240385
799,2020-03-10,0.041137256,10.232587,18.7214,2.0248892,9.783322,1.0060529,19.279758
800,2020-03-11,0.019823562,4.337561,9.226924,1.0188141,6.0480576,0.46313396,12.065156
801,2020-03-12,0.051461205,2.2684662,5.9442515,0.74981,4.305968,0.74845165,8.335645
802,2020-03-13,0.014486153,2.4444914,6.5659904,1.1214942,3.8613644,0.96226525,14.150065
803,2020-03-14,0.002531657,0.8237042,3.2435534,0.9950607,2.2890918,0.3274137,4.7354283
804,2020-03-15,0.0060837907,0.89120436,3.8684003,1.0840753,1.7318765,1.0714527,4.9711123
805,2020-03-16,0.027247747,2.9829721,8.799136,1.2307028,4.815299,1.5980164,8.307409
806,2020-03-17,0.01261001,2.85596,6.3499475,0.9422017,3.766917,0.6481152,6.0445952
807,2020-03-18,0.06908733,9.366473,15.249915,1.4835507,7.30306,2.5145261,15.510353
808,2020-03-19,0.05932087,2.6391265,6.5543957,0.82263637,3.2815626,0.8213642,10.783656
809,2020-03-20,0.0021942833,1.4239153,5.8257675,0.9814317,2.316837,0.7149779,11.43006
810,2020-03-21,9.8761295e-05,1.0474541,3.7234418,1.014022,2.0161479,0.37600276,4.4265094
811,2020-03-22,1.5436954e-05,0.77354646,2.9739256,1.107753,1.6759677,0.4500996,3.7818356
812,2020-03-23,3.2529679e-06,0.8051271,2.7282867,1.1462646,1.6631752,0.5776272,3.404023
813,2020-03-24,0.0026952568,2.1698534,4.871556,1.220177,2.6215713,1.5005115,7.1023674
814,2020-03-25,0.12013837,3.7694738,8.995223,1.2794241,3.561198,2.0988147,10.595129
815,2020-03-26,0.15400572,4.0184712,8.602292,1.4919411,4.531355,1.0638566,10.088386
816,2020-03-27,0.39244258,5.0655007,14.062916,2.1346786,5.4733253,1.1102227,13.431656
817,2020-03-28,0.8277762,6.919309,21.05217,2.66842,5.715567,1.508222,21.120394
818,2020-03-29,0.5815885,4.602801,10.813945,1.5119988,3.9761164,1.0195585,15.220534
819,2020-03-30,0.0044553317,0.68921286,3.0803425,1.0484071,1.4895929,0.68263197,5.030174
820,2020-03-31,0.001846338,1.332656,4.416576,1.1984224,2.154376,0.59926796,6.4187145
821,2020-04-01,0.03907214,3.0846112,7.0152454,1.0593109,3.6626492,0.6864619,9.213277
822,2020-04-02,0.19305895,3.6569767,7.444243,0.8495805,4.0855136,0.8841261,11.2567
823,2020-04-03,0.12806788,3.5527413,7.5094256,1.0827457,3.5437362,0.7715728,12.850636
824,2020-04-04,0.012001596,1.085821,4.2514763,0.9716348,1.7168535,0.34838948,7.0298257
825,2020-04-05,0.01517044,2.032889,5.20458,1.0456139,2.107311,0.59493256,7.606798
826,2020-04-06,0.01741358,3.058214,7.314562,1.4155997,3.1854181,1.0483726,11.394334
827,2020-04-07,0.18606162,6.648212,16.519238,2.326362,5.209047,1.3705668,21.721899
828,2020-04-08,0.0475875,1.2073241,5.2078676,1.0379583,2.531523,0.8837416,8.380181
829,2020-04-09,0.19870627,6.31922,11.437644,1.5903913,4.8102403,1.3898201,16.270159
830,2020-04-10,0.008314728,0.47851327,2.8839757,0.86706597,1.7772697,0.6424546,5.8834114
831,2020-04-11,0.008763813,0.5696036,2.736677,0.8812397,1.6792046,0.59035474,3.9460194
832,2020-04-12,0.027561912,2.3678265,5.1677833,1.1719179,3.0257454,1.2695857,8.403155
833,2020-04-13,0.05174184,4.156912,8.241564,1.426797,3.959674,1.4191676,10.602833
834,2020-04-14,0.0032584888,0.4916152,2.74368,0.9236167,1.6143843,0.41649112,5.110684
835,2020-04-15,0.021696208,1.3608247,3.9867132,0.81294537,2.0198562,0.3368655,4.982164
836,2020-04-16,0.12154156,1.9200815,5.279423,0.7969847,2.37984,0.45048591,8.133491
837,2020-04-17,0.008518365,0.48127857,3.0961478,0.7497762,1.5988789,0.40855226,6.169124
838,2020-04-18,0.007497085,0.5249508,2.5667946,0.79074043,1.6124398,0.5833121,4.9545693
839,2020-04-19,0.0841799,0.8129069,3.7103012,0.9526531,1.9529561,0.38872468,4.6759934
840,2020-04-20,0.20820995,1.4675146,5.2381887,1.1208688,2.4425359,0.49107516,6.549911
841,2020-04-21,0.11586993,1.284388,4.7219214,0.7744121,2.5195844,0.5805465,6.832063
