time,airTemperature,seaLevelPressure,relativeHumidity,xgb_precipitation,xgb_cloudCover,feelsLikeTemperature_fixed,windSpeed_fixed,windGust_fixed,windDirection_fixed,absorbing_aerosol_index,NO2_column_number_density,stratospheric_NO2_column_number_density,NO2_slant_column_number_density,tropopause_pressure,H2O_column_number_density,BrO,BrO_Error,NO2,NO2_Error,O3,O3_Error,dust,sia,pm2p5,pans,nmvoc,nh3,pm10,tp,t2m
2018-08-08,21.566666666666663,1019.3416666666668,67.41666666666667,2.220446049250313e-16,10.909090909090907,21.495833333333334,0.925,9.4,149.0,-1.0279967,8.18423e-05,5.8726073e-05,0.00019425896,16692.172,1818.5347,25488555571428.57,17002882142857.145,3499387771428571.5,409702017142857.1,296.95969285714284,0.8151111642857144,0.12807499,1.933019,5.096989,1.2418538,2.4548867,0.9796154,6.7068305,0.0,24.03949
2018-08-09,23.89583333333333,1021.6708333333332,54.66666666666666,2.220446049250313e-16,5.791666666666664,23.641666666666666,3.016666666666667,9.8,135.0,-0.988897,8.496092e-05,5.65644e-05,0.00019832022,16691.473,1296.4698,42900269200000.0,22704538000000.0,3613891860000000.0,682691494000000.0,296.76596,1.0552417200000002,0.13559861,1.4682931,4.3098245,1.2975155,2.2149518,0.72910875,5.3849664,0.083167225,24.950195
2018-08-10,23.745833333333334,1021.5958333333332,49.333333333333336,2.220446049250313e-16,3.7083333333333357,23.441666666666663,4.883333333333334,13.9,142.0,-1.0735917480552288,8.466510931915065e-05,5.036404337383334e-05,0.00020834411078853282,16445.217500958504,1577.3537164164509,19306102500000.0,23750762000000.0,4221046650000000.0,658765250000000.0,295.77895,1.01816372,0.06970036,1.485927,3.0760212,1.765613,3.6571407,0.15821007,3.4640396,26.829372,20.09378
2018-08-11,18.541666666666668,1019.3916666666668,81.79166666666667,15.3,81.04166666666667,18.541666666666668,1.6291666666666669,8.1,280.0,-0.9397921,7.377676e-05,6.2039966e-05,0.0001968741,19232.281,948.28033,36215516500000.0,15566783000000.0,3450068700000000.0,283958475000000.0,291.3358,1.0919556,0.018161973,1.1540519,2.6506336,1.1987814,2.1807783,0.37415066,3.9693768,0.1722908,18.128693
2018-08-12,17.099999999999994,1015.2416666666668,70.66666666666667,2.220446049250313e-16,61.25,17.099999999999998,3.779166666666667,14.7,244.0,-0.73840535,0.00010793125,5.1076797e-05,0.00016866387,14415.272,1493.986689887249,32798215000000.0,16212312400000.0,4018767820000000.0,528736002000000.0,341.70632,0.771555488,0.023271255,3.603342,6.28653,1.7777742,2.7352002,0.7830863,8.405013,-0.002521515,17.821259
2018-08-13,15.708333333333334,1013.45,71.375,2.220446049250313e-16,76.375,15.708333333333332,1.2541666666666669,5.799999999999999,209.0,-1.5076289,8.621096e-05,6.14335e-05,0.00019500521,14414.221,1822.589086580649,31881834666666.668,13774187500000.0,3174563883333333.0,243841368333333.3,302.20774,1.0874406233333334,0.08201216,5.387054,9.200721,2.2063825,3.5558274,0.7421965,10.759065,1.0988188,19.4281
2018-08-14,19.60833333333333,1010.6583333333332,72.875,9.0,44.0,19.65,1.5125,15.6,127.0,-0.78599256,6.965625e-05,5.7785513e-05,0.00018188212,16679.121,2258.0215,28049773700000.0,20796682600000.0,3601267260000000.0,471711452000000.0,311.460966,0.932627194,0.02667503,2.6782024,4.650368,2.3999245,4.684501,0.2484181,5.6104217,1.435051,21.144653
2018-08-15,19.025,1011.475,84.41666666666667,7.599999999999999,70.625,19.025,2.4125,11.9,227.0,-0.83722174,7.295358e-05,5.471649e-05,0.00018587156,16688.85,1609.0057,31995391333333.33,18558000000000.0,3658640400000000.0,421796656666666.7,317.2508666666667,0.8527123466666667,0.0075963666,2.080053,3.6807184,1.5667019,3.3260498,0.16186039,4.4202633,1.0149388,19.472015
2018-08-16,18.53333333333333,1018.8708333333334,81.125,2.220446049250313e-16,62.66666666666666,18.53333333333333,1.8958333333333333,6.5,287.0,-1.4640064,7.246539e-05,5.4290114e-05,0.00014973535,14419.626,1684.4601,34179941000000.0,15828074000000.0,3020747100000000.0,261300350000000.0,309.65162999999995,0.92804083,0.005473009,1.6640607,3.9717271,2.0835335,3.7000065,0.5886688,4.6080446,0.60866547,20.058563
2018-08-17,19.504166666666663,1020.3625,73.875,2.220446049250313e-16,19.45833333333333,19.475,0.8583333333333334,5.799999999999999,89.0,-1.0562409,8.300139e-05,5.4662567e-05,0.00019629116,16687.5,2020.3395999999998,35598221375000.0,16644849625000.0,3312950450000000.0,328980750000000.0,307.03424875,0.8128931349999999,0.00897174,2.128465,3.7573977,1.768691,4.144967,1.0386914,4.9130883,5.635893,20.886261
