time,tp,t2m
2018-06-25,5.0727224,10.461945
2018-06-26,3.0882425,13.857422
2018-06-27,0.043760628,16.713837
2018-06-28,0.0,17.29303
2018-06-29,0.011814475,12.809235
2018-06-30,0.08006203,13.573029
2018-07-01,6.1145115,11.170441
2018-07-01,6.1145115,11.170441
2018-07-02,8.697286,12.426483
2018-07-03,3.7338967,13.231995
2018-07-04,7.804042,13.808899
2018-07-05,0.0076293945,14.777222
2018-07-06,0.04624605,15.682678
2018-07-07,0.31363034,15.731567
2018-07-08,0.107112646,15.944336
2018-07-09,0.13389826,15.597595
2018-07-10,0.76676106,16.947876
2018-07-11,2.1577623,17.436981
2018-07-12,15.085419,18.535736
2018-07-13,14.432412,15.796326
2018-07-14,10.710159,18.020355
2018-07-15,6.7081413,18.384796
2018-07-16,9.294955,20.436768
2018-07-17,3.2160892,21.247192
2018-07-18,0.26096964,19.42743
2018-07-19,3.5184612,19.015137
2018-07-20,0.9343977,19.338623
2018-07-21,0.56206703,18.983917
2018-07-22,0.050520062,20.250793
2018-07-23,14.57531,19.443909
2018-07-24,2.1821728,18.1427
2018-07-25,2.162323,18.928223
2018-07-26,0.7760956,19.385498
2018-07-27,1.8796043,20.906708
2018-07-28,7.980963,21.007019
2018-07-29,0.10978699,21.737213
2018-07-30,0.0100336075,21.732605
2018-07-31,0.0100979805,18.1792
2018-08-01,0.0075120926,19.431519
2018-08-02,0.07338405,20.963959
2018-08-03,3.5630589,20.673218
2018-08-04,0.0,19.65918
2018-08-05,0.47099918,18.147095
2018-08-06,1.9032826,16.426819
2018-08-07,0.49715635,16.838593
2018-08-08,0.04995656,19.549866
2018-08-09,0.0,21.271942
2018-08-10,0.00178051,20.809448
2018-08-11,26.086153,15.463165
2018-08-12,0.19365692,16.24759
2018-08-13,1.6577625,13.362579
2018-08-14,5.6315937,19.293213
2018-08-15,3.576025,17.511963
2018-08-16,1.1310272,15.408447
2018-08-17,0.80618453,16.223724
2018-08-18,2.1487792,18.35785
2018-08-19,0.087257385,17.772034
2018-08-20,0.14213736,19.145416
2018-08-21,1.0414542,13.145935
2018-08-22,0.0,13.002441
2018-08-23,0.0,17.208221
2018-08-24,1.6027088,19.746277
2018-08-25,17.8087,13.902344
2018-08-26,8.02215,14.51767
2018-08-27,0.21107292,14.994263
2018-08-28,0.80649346,14.504822
2018-08-29,1.5677087,14.498627
2018-08-30,0.5379672,15.457031
2018-08-31,1.7176247,16.752747
2018-09-01,0.12812519,15.396057
2018-09-02,0.04117441,16.219727
2018-09-03,0.30811405,15.7942505
2018-09-04,8.414818,16.402222
2018-09-05,0.72190475,16.312805
2018-09-06,0.0,15.606964
2018-09-07,0.0,15.231354
2018-09-08,0.0,13.433685
2018-09-09,0.29796696,14.662537
2018-09-10,0.022706032,14.051453
2018-09-11,0.17747498,16.852081
2018-09-12,2.0214612,15.321106
2018-09-13,0.12186074,11.39743
2018-09-14,0.0,9.262909
2018-09-15,0.5582094,13.221222
2018-09-16,0.29131383,9.454834
2018-09-17,1.1004047,14.841156
2018-09-18,0.0,14.783569
2018-09-19,0.0,15.075012
2018-09-20,0.0,18.62738
2018-09-21,0.0,18.9859
2018-09-22,4.9342356,10.253571
2018-09-23,0.6562574,9.781677
2018-09-24,10.612653,7.4366455
2018-09-25,0.448972,6.086853
2018-09-26,2.7881644,11.183197
2018-09-27,1.3672688,15.100098
2018-09-28,2.1864448,6.958893
2018-09-29,0.014400721,7.2209167
2018-09-30,0.0,7.0582886
2018-10-01,0.0,8.101624
2018-10-01,0.0,8.101624
2018-10-02,0.8316931,7.2901
2018-10-03,9.02214,6.856659
2018-10-04,0.25366983,5.2433777
2018-10-05,0.7510729,11.762482
2018-10-06,0.004185021,9.782288
2018-10-07,2.2297697,6.847351
2018-10-08,0.011814475,6.4074097
2018-10-09,0.0,8.433075
2018-10-10,0.0,8.605225
2018-10-11,0.0,10.728394
2018-10-12,0.0,9.360657
2018-10-13,0.0,9.063995
2018-10-14,0.0,9.148193
2018-10-15,0.0,9.266266
2018-10-16,0.0,7.689972
2018-10-17,0.0,7.353485
2018-10-18,0.0,7.5122986
2018-10-19,0.08054364,7.437744
2018-10-20,0.023123026,5.022888
2018-10-21,0.0,5.110718
2018-10-22,1.3588616,6.0112305
2018-10-23,10.020912,6.512207
2018-10-24,3.703142,4.348358
2018-10-25,2.5216355,4.486908
2018-10-26,0.109344974,6.736145
2018-10-27,2.4065568,5.4955444
2018-10-28,0.19239831,3.0879822
2018-10-29,9.5995,5.360718
2018-10-30,1.8509666,12.93277
2018-10-31,3.2951021,8.272644
2018-11-01,0.3775438,12.9166565
2018-11-02,0.0058484077,10.675018
2018-11-03,2.3907804,4.943573
2018-11-04,0.018585712,4.7494507
2018-11-05,0.2600873,10.254517
2018-11-06,0.06332189,9.066284
2018-11-07,0.2234745,6.869995
2018-11-08,0.0,3.7331848
2018-11-09,0.34073645,4.670105
2018-11-10,0.73996234,5.9726562
2018-11-11,0.43098995,4.1884155
2018-11-12,0.19979286,5.6091614
2018-11-13,10.753388,8.164886
2018-11-14,3.1805491,6.257202
2018-11-15,0.15126,-1.0687256
2018-11-16,0.0,-2.7414246
2018-11-17,0.046699166,2.9995728
2018-11-18,2.41186,3.3038025
2018-11-19,0.24629807,2.3571777
2018-11-20,0.08935487,0.19915771
2018-11-21,0.026215106,-1.7224426
2018-11-22,0.08736769,-1.2831726
2018-11-23,0.30025005,-3.3174438
2018-11-24,0.6043689,0.07009888
2018-11-25,1.8699251,-0.71051025
2018-11-26,0.06490862,-1.362793
2018-11-27,0.23928434,-5.113312
2018-11-28,0.009663202,-6.465393
2018-11-29,0.0076293945,-5.5295715
2018-11-30,0.0,-8.436737
2018-12-01,3.2574148,-5.1333313
2018-12-01,3.2574148,-5.1333313
2018-12-02,0.5833388,-1.47052
2018-12-03,3.4574883,3.7175598
2018-12-04,7.8653755,3.0423584
2018-12-05,0.092058584,-1.4720459
2018-12-06,0.0,-2.7728577
2018-12-07,6.369555,1.8721924
2018-12-08,5.6590543,1.1236572
2018-12-09,1.4897023,2.420044
2018-12-10,2.0710504,-0.6213684
2018-12-11,1.3919172,0.21078491
2018-12-12,1.0011986,-0.61880493
2018-12-13,0.68462974,-0.14215088
2018-12-14,0.47269875,-1.4811096
2018-12-15,0.2496896,-0.6829529
2018-12-16,5.4144764,-2.1742249
2018-12-17,10.426544,-3.517273
2018-12-18,0.8881093,-5.9510193
2018-12-19,0.23701708,-6.918762
2018-12-20,0.66173404,-4.3295593
2018-12-21,3.4519632,1.2485962
2018-12-22,2.689206,0.5588074
2018-12-23,0.8249661,-2.0872498
2018-12-24,1.4245994,-3.9216309
2018-12-25,0.95984656,1.6513062
2018-12-26,1.2899768,0.39700317
2018-12-27,4.0020523,2.853485
2018-12-28,3.2010622,0.39590454
2018-12-29,0.31072474,1.0925903
2018-12-30,4.819122,2.4809875
2018-12-31,6.2822075,-2.1486206
2019-01-01,8.576385,2.3623352
2019-01-02,4.721276,-3.18042
2019-01-03,2.6079526,-4.700348
2019-01-04,2.2984157,-0.5302124
2019-01-05,1.9770751,-5.7204285
2019-01-06,0.36134556,-8.812408
2019-01-07,0.3040995,-4.867096
2019-01-08,0.3921506,-4.3336487
2019-01-09,0.1782971,-13.056091
2019-01-10,0.16514303,-9.780121
2019-01-11,4.460084,-1.6208801
2019-01-12,0.03888762,-2.8918762
2019-01-13,3.0059934,1.7128906
2019-01-14,6.765393,-5.8504333
2019-01-15,1.4870713,-1.8824463
2019-01-16,0.49632752,1.468811
2019-01-17,3.4096193,2.4092102
2019-01-18,5.414659,-5.037689
2019-01-19,0.53274155,-2.678772
2019-01-20,3.2541177,-6.820038
2019-01-21,0.85581285,-5.2162476
2019-01-22,0.8840342,-5.1013794
2019-01-23,0.076293945,-14.5850525
2019-01-24,0.07783997,-12.342316
2019-01-25,4.5412874,-8.672485
2019-01-26,0.709651,-7.781708
2019-01-27,0.39544582,-8.742981
2019-01-28,1.5633495,-5.9453735
2019-01-29,1.6001011,0.82733154
2019-01-30,0.46731234,-3.5862122
2019-01-31,0.5411167,1.6303406
2019-02-01,1.1029083,-0.6949768
2019-02-02,5.284743,3.526062
2019-02-03,1.2712492,1.8642883
2019-02-04,6.799199,-2.0405579
2019-02-05,0.22980452,-0.91326904
2019-02-06,0.59314156,-2.247284
2019-02-07,0.30917865,-0.0087890625
2019-02-08,0.009410262,1.3805847
2019-02-09,0.3036054,3.5191345
2019-02-10,0.4760597,2.8348694
2019-02-11,3.2004707,1.9997559
2019-02-12,2.2662516,-2.4227905
2019-02-13,6.5231757,0.9149475
2019-02-14,0.14926097,3.0688171
2019-02-15,0.58453673,3.2286987
2019-02-16,0.072732165,4.0769653
2019-02-17,0.041267633,-1.9292603
2019-02-18,0.0,0.47418213
2019-02-19,0.2615325,5.0183105
2019-02-20,1.4536344,-1.3487549
2019-02-21,0.0076293945,-6.292816
2019-02-22,0.0,-6.4683228
2019-02-23,0.1349895,-0.6794739
2019-02-24,0.016804814,0.6510315
2019-02-25,0.0,0.26416016
2019-02-26,0.6328912,1.8591614
2019-02-27,0.03888766,1.1636353
2019-02-28,2.657467,1.3747864
2019-03-01,0.5741105,-5.7780457
2019-03-02,0.0,-2.4548035
2019-03-03,2.580231,4.3656616
2019-03-01,0.5741105,-5.7780457
2019-03-02,0.0,-2.4548035
2019-03-03,2.580231,4.3656616
2019-03-04,5.843162,8.004059
2019-03-05,2.9046276,-1.3997192
2019-03-06,0.08439307,0.20117188
2019-03-07,0.85279775,6.3771973
2019-03-08,1.633856,5.0545044
2019-03-09,4.3643317,3.8015137
2019-03-10,2.6637225,-0.11453247
2019-03-11,2.309209,-3.0193176
2019-03-12,0.20930386,-4.423279
2019-03-13,1.1770433,2.4960022
2019-03-14,2.0672424,1.7086487
2019-03-15,1.8531421,3.7598267
2019-03-16,7.8545475,1.8207703
2019-03-17,0.7311563,7.0180664
2019-03-18,4.607588,3.1513672
2019-03-19,1.0065581,1.3535156
2019-03-20,0.10651207,5.59198
2019-03-21,1.3889064,7.6056824
2019-03-22,0.71562463,-1.0364685
2019-03-23,0.18462348,7.1051636
2019-03-24,0.0,0.4369812
2019-03-25,0.2919738,1.2352295
2019-03-26,2.4304152,-0.2675171
2019-03-27,0.9049324,1.5325928
2019-03-28,0.0041850507,2.04599
2019-03-29,0.08306523,6.157501
2019-03-30,0.0,6.9224854
2019-03-31,0.23454821,2.3688965
2019-04-01,0.030218124,-2.0385132
2019-04-02,0.0,1.8557129
2019-04-03,0.0,2.961029
2019-04-04,0.0,3.4309692
2019-04-05,0.0,3.566986
2019-04-06,0.012737215,7.853821
2019-04-07,0.011191189,4.4319763
2019-04-08,0.29411864,3.4245605
2019-04-09,0.0076293945,2.1086426
2019-04-10,0.024163246,2.6063232
2019-04-11,0.47374976,0.6784973
2019-04-12,0.0,0.5873108
2019-04-13,0.0,-0.7827759
2019-04-14,0.0,-0.5289612
2019-04-15,0.17584777,2.3142395
2019-04-16,0.30991948,5.49646
2019-04-17,0.0,2.9107056
2019-04-18,0.0,5.202362
2019-04-19,0.0,4.702057
2019-04-20,0.3224821,6.683441
2019-04-21,6.6169147,6.907074
2019-04-22,0.0,6.064972
2019-04-23,0.0,9.043762
2019-04-24,0.0,10.7323
2019-04-25,0.31084704,13.306854
2019-04-26,0.07795739,13.784485
2019-04-27,0.59649754,13.842834
2019-04-28,0.0,11.202148
2019-04-29,0.0,7.3082886
2019-04-30,0.0,8.830139
2019-05-01,0.0077466965,8.269775
2019-05-01,0.0077466965,8.269775
2019-05-02,2.500998,8.976898
2019-05-03,1.8844936,2.3781128
2019-05-04,1.1061041,5.3105774
2019-05-05,0.30957165,3.624817
2019-05-06,2.2537909,7.377777
2019-05-07,0.368299,2.8507385
2019-05-08,0.0,3.935089
2019-05-09,0.10249668,8.816315
2019-05-10,2.4252372,9.538055
2019-05-11,2.9570405,9.109009
2019-05-12,0.05946064,9.6553955
2019-05-13,5.1441374,8.1597595
2019-05-14,0.18939495,11.370514
2019-05-15,0.16481924,12.4965515
2019-05-16,3.3638802,13.812012
2019-05-17,5.0282516,15.511322
2019-05-18,1.5405445,15.112671
2019-05-19,0.0,16.813263
2019-05-20,0.52676105,19.217682
2019-05-21,0.06231022,16.19748
2019-05-22,0.0033273697,13.868713
2019-05-23,1.4092065,14.524231
2019-05-24,4.045019,14.773621
2019-05-25,0.10956359,10.090759
2019-05-26,0.37916577,14.850555
2019-05-27,0.14445248,13.65564
2019-05-28,9.921328,18.033234
2019-05-29,3.619915,11.221405
2019-05-30,0.0,9.885254
2019-05-31,0.59982485,15.524261
2019-06-01,0.38272804,15.229553
2019-06-02,0.59619987,11.856506
2019-06-03,0.0,14.99115
2019-06-04,0.0,17.180725
2019-06-05,0.2643695,19.71106
2019-06-06,0.4640422,19.531036
2019-06-07,1.2017765,18.812408
2019-06-08,0.6500974,20.094696
2019-06-09,2.0042934,15.881195
2019-06-10,0.0,18.096771
2019-06-11,0.100728035,22.707794
2019-06-12,0.09331226,21.77002
2019-06-13,0.9139824,23.434479
2019-06-14,1.1840496,19.016113
2019-06-15,0.0,18.684143
2019-06-16,11.663547,19.210236
2019-06-17,2.8094268,16.43222
2019-06-18,0.0,17.11377
2019-06-19,0.0,18.989685
2019-06-20,7.0354204,20.82074
2019-06-21,11.219456,19.605896
2019-06-22,0.76717865,14.734192
2019-06-23,0.0,14.105347
2019-06-24,0.0,15.769409
2019-06-25,0.0,20.168304
2019-06-26,1.5979214,21.404297
2019-06-27,9.980318,13.881775
2019-06-28,0.12907648,13.334991
2019-06-29,0.14229155,15.401672
2019-06-30,0.14751673,21.232239
2019-07-01,0.0,16.677368
2019-07-01,0.0,16.677368
2019-07-02,0.5170416,14.133575
2019-07-03,0.8733218,11.915741
2019-07-04,1.2873533,13.6145935
2019-07-05,8.135115,11.937042
2019-07-06,1.0892543,14.516724
2019-07-07,6.8452625,12.041412
2019-07-08,4.796504,12.621979
2019-07-09,3.697554,12.462036
2019-07-10,5.7957053,12.496094
2019-07-11,2.2028484,13.020538
2019-07-12,0.74768066,11.437347
2019-07-13,0.16153622,12.314117
2019-07-14,0.76429176,11.559265
2019-07-15,0.21208334,14.268677
2019-07-16,10.522486,12.874207
2019-07-17,7.088331,14.037628
2019-07-18,1.4404536,13.828308
2019-07-19,0.08516979,13.294403
2019-07-20,0.07187414,15.025391
2019-07-21,1.0979342,18.82727
2019-07-22,15.730749,16.357605
2019-07-23,1.4417863,16.782959
2019-07-24,0.6217613,16.569672
2019-07-25,0.6380329,15.861298
2019-07-26,3.541684,18.063293
2019-07-27,7.446476,18.166565
2019-07-28,0.13394457,18.296722
2019-07-29,2.695623,17.898743
2019-07-30,0.6818962,14.61557
2019-07-31,0.042449474,15.22937
2019-08-01,4.074824,14.504395
2019-08-02,3.092489,13.622162
2019-08-03,0.8471742,10.36676
2019-08-04,1.0065668,11.460388
2019-08-05,0.0,10.790863
2019-08-06,0.27464285,16.571442
2019-08-07,4.606275,15.521942
2019-08-08,21.687885,15.510132
2019-08-09,5.0947847,13.836273
2019-08-10,1.2160939,17.814941
2019-08-11,1.797389,15.7447815
2019-08-12,1.657012,19.517792
2019-08-13,4.8407354,15.02948
2019-08-14,5.5746913,13.02597
2019-08-15,0.16780305,11.511322
2019-08-16,0.0,13.948425
2019-08-17,0.0,14.826691
2019-08-18,0.107904434,20.347229
2019-08-19,13.00655,18.601837
2019-08-20,0.29254818,16.966461
2019-08-21,12.767157,13.246124
2019-08-22,0.005965948,14.258148
2019-08-23,0.0,14.037109
2019-08-24,0.0,16.180695
2019-08-25,0.0,15.906738
2019-08-26,0.0,15.909515
2019-08-27,0.0,16.135406
2019-08-28,0.0,17.96872
2019-08-29,1.2507063,19.778473
2019-08-30,0.24015439,17.264954
2019-08-31,0.025826693,15.730835
2019-09-01,0.0,16.770477
2019-09-02,2.0199475,14.899384
2019-09-03,8.605551,11.823883
2019-09-04,0.39218855,13.272461
2019-09-05,0.0,16.973633
2019-09-06,0.9439776,11.313934
2019-09-07,0.0100336075,16.432922
2019-09-08,2.145898,17.233582
2019-09-09,0.0,19.28598
2019-09-10,0.14557934,14.369904
2019-09-11,0.0,14.532013
2019-09-12,0.0,13.843384
2019-09-13,1.8789977,11.864166
2019-09-14,0.57500696,10.57428
2019-09-15,1.6226405,13.348389
2019-09-16,1.7975775,9.738953
2019-09-17,5.283592,7.697693
2019-09-18,2.1297164,8.685822
2019-09-19,1.5813842,7.2237244
2019-09-20,0.72090054,6.822754
2019-09-21,1.742877,11.088715
2019-09-22,4.8619666,3.4746704
2019-09-23,0.0,2.7115479
2019-09-24,0.0,4.331238
2019-09-25,0.28915203,7.6374817
2019-09-26,0.0,4.74704
2019-09-27,0.0,8.954437
2019-09-28,9.977918,11.394989
2019-09-29,10.858324,12.376404
2019-09-30,11.878481,12.542236
2019-10-01,3.6733828,13.269775
2019-10-01,3.6733828,13.269775
2019-10-02,10.446643,10.978455
2019-10-03,1.3496155,6.606018
2019-10-04,0.8640123,4.291565
2019-10-05,0.4025023,0.97994995
2019-10-06,0.089448094,2.0740356
2019-10-07,1.8732883,4.1360474
2019-10-08,3.591488,6.570923
2019-10-09,1.5192704,9.431885
2019-10-10,6.8998423,9.66452
2019-10-11,2.8095658,11.593292
2019-10-12,6.3482504,12.103394
2019-10-13,0.69790137,12.945984
2019-10-14,0.0,10.879883
2019-10-15,0.0041850805,14.207672
2019-10-16,0.0,13.344208
2019-10-17,0.4652522,11.865936
2019-10-18,0.09436154,11.21521
2019-10-19,0.0,10.326752
2019-10-20,0.026615381,12.2916565
2019-10-21,0.0,11.695831
2019-10-22,0.025862813,13.383484
2019-10-23,0.08053607,6.939789
2019-10-24,0.0,10.967316
2019-10-25,0.017662942,12.151733
2019-10-26,0.012555122,13.584686
2019-10-27,0.99799764,7.660431
2019-10-28,1.63678,5.6312866
2019-10-29,0.55729866,1.9852295
2019-10-30,0.8142853,-2.223755
2019-10-31,1.7927997,2.69693
2019-11-01,0.60209894,2.1655273
2019-11-02,2.3719943,6.450836
2019-11-03,0.31882435,11.03952
2019-11-04,3.7957418,11.976532
2019-11-05,4.761402,8.423096
2019-11-06,2.0164974,7.3580933
2019-11-07,1.9392312,5.9674683
2019-11-08,0.19828294,9.080597
2019-11-09,3.901392,11.339905
2019-11-10,8.555449,7.2495728
2019-11-11,3.0404115,1.8543701
2019-11-12,0.34648418,9.476868
2019-11-13,0.56193024,12.731323
2019-11-14,9.057935,9.111786
2019-11-15,5.3092947,6.2106934
2019-11-16,0.14748007,9.424622
2019-11-17,0.14287809,9.6857605
2019-11-18,0.6185229,5.522339
2019-11-19,0.06355679,6.5322266
2019-11-20,0.32123157,3.9702759
2019-11-21,0.03981042,-0.5053406
2019-11-22,0.0134779215,-3.6733704
2019-11-23,0.005965948,-1.302124
2019-11-24,0.332541,-1.45224
2019-11-25,0.18206526,-0.79022217
2019-11-26,0.047557242,-0.34204102
2019-11-27,0.1853922,2.3669739
2019-11-28,1.0066347,3.1653137
2019-11-29,1.0497034,3.3571777
2019-11-30,1.4030421,-1.9544983
2019-12-01,0.024045944,0.16323853
2019-12-01,0.024045944,0.16323853
2019-12-02,2.3065982,-0.32785034
2019-12-03,0.007629293,-0.19506836
2019-12-04,1.9198557,3.78125
2019-12-05,0.23577052,-0.6194458
2019-12-06,1.3570509,1.9660034
2019-12-07,4.376172,3.7221375
2019-12-08,2.2309322,6.3392334
2019-12-09,0.34583688,5.1980286
2019-12-10,0.4422095,0.5215454
2019-12-11,0.069170356,0.9902649
2019-12-12,0.986163,2.6377258
2019-12-13,0.16199821,2.3623352
2019-12-14,3.160489,3.4584045
2019-12-15,3.813137,4.4742126
2019-12-16,0.10628128,3.621399
2019-12-17,0.7072916,5.0372314
2019-12-18,0.04903865,5.791931
2019-12-19,0.12877694,1.2583313
2019-12-20,0.042214587,4.0724487
2019-12-21,0.14077339,7.468384
2019-12-22,3.8878386,4.680298
2019-12-23,0.24057877,5.908844
2019-12-24,10.349333,5.370819
2019-12-25,3.6851063,4.1177673
2019-12-26,3.5327673,1.2861023
2019-12-27,1.4683784,-0.65789795
2019-12-28,0.15383434,-1.2122192
2019-12-29,0.1755693,-0.41671753
2019-12-30,1.0137339,4.137909
2019-12-31,1.7347466,1.6228027
2020-01-01,0.119366646,4.0854797
2020-01-02,0.013477899,1.7644958
2020-01-03,0.2630186,3.136078
2020-01-04,3.8864954,-0.37265015
2020-01-05,0.022888184,-2.704132
2020-01-06,1.9955999,2.019287
2020-01-07,0.18981202,-0.042419434
2020-01-08,3.1999547,4.5996704
2020-01-09,1.6932049,4.0470276
2020-01-10,10.354832,8.004974
2020-01-11,2.7041986,0.74606323
2020-01-12,1.884582,2.2543945
2020-01-13,4.291942,3.4554138
2020-01-14,0.25218496,2.584137
2020-01-15,0.24119043,5.0314636
2020-01-16,0.0041850805,5.0101624
2020-01-17,0.037406284,0.14385986
2020-01-18,0.10755223,3.4335022
2020-01-19,0.074213564,3.2573242
2020-01-20,0.026332542,2.3838196
2020-01-21,0.9957999,5.538727
2020-01-22,6.2481694,1.0715027
2020-01-23,0.13383198,2.8757935
2020-01-24,1.1087096,4.760315
2020-01-25,0.3011039,3.1703491
2020-01-26,0.3542144,2.8816528
2020-01-27,2.1517515,0.6669922
2020-01-28,0.6717633,2.724823
2020-01-29,3.33783,1.1976318
2020-01-30,1.2088778,2.1201782
2020-01-31,4.520607,2.5137024
2020-02-01,5.8389482,7.831604
2020-02-02,4.1918197,3.2854004
2020-02-03,1.1037611,0.028137207
2020-02-04,0.1694336,-4.076538
2020-02-05,0.0,0.18762207
2020-02-06,1.9835521,-4.926758
2020-02-07,0.21123075,-1.203949
2020-02-08,1.1952543,1.2213135
2020-02-09,0.0016636848,2.593811
2020-02-10,5.2735195,4.0213013
2020-02-11,2.9957476,1.3877869
2020-02-12,2.3117285,1.1323242
2020-02-13,1.0702214,-0.1529541
2020-02-14,0.0,-0.8489685
2020-02-15,0.019589782,1.017334
2020-02-16,0.93879193,7.895111
2020-02-17,0.35779238,4.376648
2020-02-18,1.0942749,3.7750854
2020-02-19,0.082676865,1.59552
2020-02-20,0.19218013,1.7801208
2020-02-21,0.7601636,3.0982056
2020-02-22,5.148495,5.0005493
2020-02-23,1.4830364,1.2936401
2020-02-24,1.1310625,-2.557495
2020-02-25,4.261235,4.8595886
2020-02-26,1.8507404,2.764801
2020-02-27,1.0334159,-1.5736084
2020-02-28,1.385693,-0.438385
2020-02-29,0.575366,3.2417908
2020-03-01,2.2725713,3.671936
2020-03-02,2.0413756,5.6173096
2020-03-01,2.2725713,3.671936
2020-03-02,2.0413756,5.6173096
2020-03-03,0.21218528,8.520752
2020-03-04,9.883536,3.0952454
2020-03-05,3.1321285,2.9006653
2020-03-06,0.0016636848,4.376831
2020-03-07,1.7086229,4.056732
2020-03-08,1.4597042,4.5603333
2020-03-09,1.1263885,3.5045166
2020-03-10,0.1172217,5.6092834
2020-03-11,5.2246046,4.385681
2020-03-12,9.598286,4.5242615
2020-03-13,0.45925653,2.2699585
2020-03-14,2.4052076,-2.8963928
2020-03-15,0.0,-0.6567383
2020-03-16,1.1691731,4.883087
2020-03-17,0.040921465,4.09729
2020-03-18,0.012971878,9.234222
2020-03-19,0.14035654,0.2373352
2020-03-20,0.55624866,1.8714905
2020-03-21,0.85767484,-1.8760376
2020-03-22,0.08905542,-3.7688293
2020-03-23,0.0,-3.6889648
2020-03-24,0.0,-2.7397766
2020-03-25,0.0,-2.1355286
2020-03-26,0.0,-1.5733337
2020-03-27,0.0,-0.43920898
2020-03-28,0.0,3.7068481
2020-03-29,1.023128,-0.9711304
2020-03-30,0.0058484077,-3.667328
2020-03-31,0.030869842,-1.7122192
2020-04-01,0.9799663,3.1599731
2020-04-02,1.6137431,5.40152
2020-04-03,0.73506975,2.2697754
2020-04-04,0.47642583,-0.16433716
2020-04-05,0.04905051,2.3109436
2020-04-06,0.0,4.7957153
2020-04-07,0.0,6.0037537
2020-04-08,0.0,6.4303894
2020-04-09,0.52425814,2.356079
2020-04-10,0.0,1.9121399
2020-04-11,0.0,0.5404663
2020-04-12,1.1043506,7.958374
2020-04-13,0.9429647,0.8105469
2020-04-14,1.439168,0.88253784
2020-04-15,3.6128192,6.732483
2020-04-16,0.9023528,2.6618347
2020-04-17,0.69705534,1.8434448
2020-04-18,0.05731988,1.4181519
2020-04-19,0.45685434,1.4959412
2020-04-20,0.14021051,5.2108154
2020-04-21,0.05340576,5.2319946
2020-04-22,0.0,6.196167
2020-04-23,0.0,5.289337
2020-04-24,0.13322544,6.783325
2020-04-25,0.18136072,0.88061523
2020-04-26,0.4364267,3.7632446
2020-04-27,0.03895229,8.467682
2020-04-28,0.7881429,7.6521606
2020-04-29,0.20166302,4.488495
2020-04-30,0.0,3.8822327
2020-05-01,0.029294968,10.761322
2020-05-01,0.029294968,10.761322
2020-05-02,10.139964,6.0894165
2020-05-03,2.2280202,7.02594
2020-05-04,0.0,6.8473206
2020-05-05,1.354734,9.664001
2020-05-06,7.7941456,6.921417
2020-05-07,0.0,4.3127136
2020-05-08,0.0,7.263672
2020-05-09,0.027190655,9.554138
2020-05-10,0.0,12.3185425
2020-05-11,19.456161,5.4742126
2020-05-12,6.6248736,2.6556396
2020-05-13,3.444106,1.8343201
2020-05-14,0.0712266,5.2339783
2020-05-15,0.1646738,6.3467712
2020-05-16,0.49255496,8.598572
2020-05-17,3.3606513,8.732239
2020-05-18,7.9932346,7.341797
2020-05-19,5.204576,7.2783203
2020-05-20,0.38478708,4.491852
2020-05-21,1.9004898,6.400543
2020-05-22,0.74915767,5.703705
2020-05-23,0.0,10.715607
2020-05-24,6.961115,8.567322
2020-05-25,0.6080273,8.050781
2020-05-26,0.99495363,10.4574585
2020-05-27,0.020131707,11.387787
2020-05-28,0.09428043,10.716705
2020-05-29,0.05530411,12.118652
2020-05-30,5.719576,16.646729
2020-05-31,0.0,10.868988
2020-06-01,0.0,9.296143
2020-06-02,1.9778776,10.564667
2020-06-03,1.0167742,9.826508
2020-06-04,4.0126476,9.895355
2020-06-05,4.5744767,16.595245
2020-06-06,1.1780382,16.27121
2020-06-07,9.218472,19.46759
2020-06-08,4.0851774,16.349762
2020-06-09,10.07937,18.150726
2020-06-10,7.854067,18.491058
2020-06-11,1.8142242,19.2659
2020-06-12,1.4498634,19.42746
2020-06-13,0.1359775,15.261658
2020-06-14,5.318477,15.296997
2020-06-15,0.13205147,17.02179
2020-06-16,0.45674968,17.553894
2020-06-17,4.7669334,20.066376
2020-06-18,3.618061,18.96811
2020-06-19,1.8182303,19.73935
2020-06-20,2.688198,19.568909
2020-06-21,1.4486425,19.034637
2020-06-22,0.34292603,15.970886
2020-06-23,0.0,17.157562
2020-06-24,0.0,17.371552
2020-06-25,0.0,19.408508
2020-06-26,0.0017808676,20.389069
2020-06-27,1.1360111,19.19461
2020-06-28,2.0523815,18.27826
2020-06-29,0.4609193,22.234955
2020-06-30,6.3139873,16.718903
2020-07-01,0.9832064,18.36728
2020-07-01,0.9832064,18.36728
2020-07-02,5.1323876,15.187225
2020-07-03,0.00952816,16.997803
2020-07-04,0.034702778,18.48407
2020-07-05,0.6180229,21.996826
2020-07-06,5.7721176,15.28717
2020-07-07,1.0705332,13.016388
2020-07-08,1.2810667,11.049133
2020-07-09,0.98653984,14.893829
2020-07-10,5.6455927,21.0867
2020-07-11,0.24480057,14.075195
2020-07-12,0.15589955,11.141846
2020-07-13,0.012854576,12.69043
2020-07-14,0.059595823,13.6458435
2020-07-15,0.0,13.869659
2020-07-16,0.0,14.3342285
2020-07-17,0.0,15.203613
2020-07-18,0.0,15.744202
2020-07-19,0.0,17.33142
2020-07-20,1.0218098,17.349731
2020-07-21,2.2883856,13.5989685
2020-07-22,1.753371,12.745087
