,time,absorbing_aerosol_index,cloud_fraction,cloud_top_pressure,cloud_top_height,cloud_base_pressure,cloud_base_height,cloud_optical_depth,NO2_column_number_density,tropospheric_NO2_column_number_density,stratospheric_NO2_column_number_density,NO2_slant_column_number_density,tropopause_pressure,O3_column_number_density,O3_effective_temperature,CO_column_number_density,H2O_column_number_density
0,2018-06-28,,,,,,,,8.773892e-05,2.130636e-05,6.6435154e-05,0.00017399584,16689.959,,,,
1,2018-06-29,,,,,,,,8.168524e-05,1.2304252e-05,6.571578e-05,0.00019946788,16677.684,,,,
2,2018-06-30,,,,,,,,7.841823e-05,6.9370344e-06,6.326159e-05,0.0001558974,19222.316,,,,
3,2018-07-01,,,,,,,,7.519686e-05,,6.273767e-05,0.000190605,19223.482,,,,
4,2018-07-02,,,,,,,,7.5333315e-05,,6.183662e-05,0.00019331291,22057.926,,,,
5,2018-07-03,,,,,,,,7.926575e-05,9.099325e-06,6.5720575e-05,0.00019637926,22067.76,,,,
6,2018-07-04,-0.62123483,,,,,,,7.699571e-05,,6.164219e-05,0.00020328772,19219.67,,,,
7,2018-07-05,-0.65917987,,,,,,,7.192521e-05,1.0687656e-05,6.535854e-05,0.00014639742,19219.45,,,0.027964376,1824.4277
8,2018-07-06,-1.0102344,,,,,,,7.921198e-05,1.0063133e-05,6.705435e-05,0.00019830138,19218.373,,,0.029049616,1257.0642
9,2018-07-07,-1.1754774,,,,,,,8.2865634e-05,1.7467046e-05,6.8859765e-05,0.00019367624,19223.537,,,0.02892814,1455.858
10,2018-07-08,-1.260407,,,,,,,7.726424e-05,5.7307716e-06,7.309598e-05,0.00019897663,19230.297,,,0.028052911,1655.6798
11,2018-07-09,-1.0084875,,,,,,,8.3638806e-05,2.8549604e-05,6.390427e-05,0.00020541216,19230.107,,,0.026623838,1335.2261
12,2018-07-10,-0.935808,,,,,,,7.514547e-05,,6.572146e-05,0.00014954779,19235.164,,,,
13,2018-07-11,-0.9514445,,,,,,,8.531497e-05,9.539049e-06,6.490071e-05,0.00020151332,19236.207,,,,
14,2018-07-12,-0.88014984,0.831764,48190.758,5878.782,55115.94,4864.885,41.43751,6.64238e-05,,6.4240725e-05,0.00017570531,16681.79,,,,
15,2018-07-13,-1.2595739,0.40862405,62755.344,4347.8906,69661.48,3508.972,17.249645,9.062304e-05,2.9687038e-05,6.0623577e-05,0.00020486211,19223.746,,,0.02739701,2092.2654
16,2018-07-14,-1.2141227,0.3646319,74771.734,2524.9607,83038.95,1696.2344,7.026907,8.436423e-05,1.6996039e-05,6.5112516e-05,0.0002075942,19219.334,,,0.02811987,2178.9436
17,2018-07-15,-0.76247597,0.6140173,39822.152,7273.7295,45755.625,6267.969,24.180923,7.8587604e-05,,6.294364e-05,0.00020318356,19222.883,,,,
18,2018-07-16,-1.0985203,0.87520784,62622.777,3767.8127,71186.25,2750.4182,15.757022,9.014908e-05,,5.7137353e-05,0.00014914399,16677.404,,,,
19,2018-07-17,-0.7708744,0.6204214,52811.86,5116.6406,60266.445,4090.835,26.078127,7.7394274e-05,,6.201879e-05,0.00018329863,16673.053,,,0.034923874,2747.9875
20,2018-07-18,-1.3234118,0.14234911,87956.83,1050.1436,95287.01,447.1949,5.721032,7.984217e-05,9.23688e-06,6.746236e-05,0.00019518458,16663.484,,,0.031793147,2118.9463
21,2018-07-19,-0.93810564,0.982631,88283.53,950.37244,97543.83,244.67447,30.771364,6.9443e-05,,6.372007e-05,0.0001805659,17928.254,,,0.029494746,2269.3027
22,2018-07-20,-1.438066,0.14057828,80892.766,2047.7809,87366.17,1467.6356,5.468921,7.973031e-05,1.2061953e-05,6.4803564e-05,0.0002015148,16673.79,,,0.030352455,2198.6694
23,2018-07-21,-1.662382,0.089213125,91266.92,742.8248,97699.125,270.7553,4.860308,8.785648e-05,2.4083143e-05,6.4138076e-05,0.00016730526,16676.031,,,0.029761942,1961.5753
24,2018-07-22,-1.124562,0.20330115,21403.326,11561.513,24947.943,10562.143,12.622448,7.7301695e-05,1.508727e-05,6.475033e-05,0.0001939832,16676.938,,,,
25,2018-07-23,-0.6923158,0.80639625,43448.57,6669.0146,49820.91,5645.99,37.470192,6.673095e-05,,6.155603e-05,0.00017215923,16677.082,,,,
26,2018-07-24,-1.724667,0.26430395,87269.83,1122.4343,95625.96,399.39777,8.959746,7.4951764e-05,1.0324615e-05,6.214432e-05,0.00018581205,16679.361,,,0.03118975,1952.4467
27,2018-07-25,-0.9129542,0.64258605,72052.55,2699.1616,81454.08,1700.8848,25.429708,7.592453e-05,1.6201784e-05,6.236103e-05,0.00018983707,16681.703,,,0.029121256,1998.0983
28,2018-07-26,-1.5020057,0.30156055,82433.75,1653.2853,90481.65,903.2357,6.889603,8.970212e-05,2.2799724e-05,6.44512e-05,0.00016877407,16685.484,,,0.029248811,2125.6956
29,2018-07-27,-0.7520565,0.5792674,58591.22,4492.7295,66436.47,3494.0032,19.674904,8.013719e-05,2.2112788e-05,6.336103e-05,0.00020578656,16685.203,,,0.031675898,2745.001
30,2018-07-28,-0.92632,0.25595272,85791.3,1337.4371,93490.016,657.9341,14.174714,8.042006e-05,2.0219773e-05,6.4407504e-05,0.00020578233,16681.71,,,0.031029105,2549.9458
31,2018-07-29,-1.4252758,0.1923593,68287.11,3646.925,74894.82,2880.9688,8.232666,7.991245e-05,1.852796e-05,6.329021e-05,0.00019033888,16684.984,,,0.028251544,2383.729
32,2018-07-30,-1.3808575,0.8662421,44023.016,6947.558,50415.746,5926.655,23.77805,7.996052e-05,9.8023465e-06,6.2179766e-05,0.00018603567,16689.21,,,,
33,2018-07-31,-0.7084697,0.7588142,55198.484,4925.1157,62860.8,3908.067,18.37207,8.187831e-05,1.3834786e-05,5.974987e-05,0.00018856933,16692.521,,,,
34,2018-08-01,-1.5554055,0.0207951,91900.95,811.0517,98495.28,224.69594,4.8538938,9.363197e-05,3.4767403e-05,5.886457e-05,0.00017014162,16692.633,,,0.027664393,1302.6394
35,2018-08-02,-1.2592771,0.13785908,88843.125,1065.2109,96519.2,388.5531,5.824397,8.405181e-05,2.4587298e-05,5.828396e-05,0.00019824592,16692.115,,,0.0285999,1607.1494
36,2018-08-03,-1.4420438,0.18963562,82589.21,1724.6122,90645.35,990.90424,6.2575455,8.560979e-05,2.6416199e-05,5.9123828e-05,0.00019368435,16688.05,,,0.028488657,2559.3801
37,2018-08-04,-0.96067774,0.04370532,97728.29,253.73666,99368.88,159.92487,4.8379045,8.002482e-05,2.1175128e-05,5.8849688e-05,0.00019001501,14416.609,,,0.027149562,1838.3761
38,2018-08-05,-1.5561258,0.5484976,67572.33,3357.3123,75610.56,2464.2212,9.867944,7.300195e-05,1.0453658e-05,6.1806764e-05,0.00015190993,16679.018,,,0.030518258,2492.358
39,2018-08-06,-1.5011376,0.15246978,80671.16,1803.1057,89566.46,993.75824,5.850092,8.3338724e-05,2.1737178e-05,6.0276878e-05,0.00015634087,14415.401,,,0.028933084,1985.5682
40,2018-08-07,-1.0112885,0.41589117,71923.26,3058.4045,79379.86,2186.0195,23.062351,7.6267184e-05,1.48442095e-05,6.166248e-05,0.00020070009,16684.438,,,0.030585738,1868.6641
41,2018-08-08,-1.1478614,0.12646785,92765.945,674.4177,98580.96,212.5034,5.725341,8.240606e-05,2.333173e-05,5.9270136e-05,0.00019548759,16667.297,,,0.027639294,1998.0413
42,2018-08-09,-1.0279967,0.15766956,85545.75,1392.5055,93972.836,616.6931,5.8091426,8.18423e-05,2.3021323e-05,5.8726073e-05,0.00019425896,16692.172,,,0.03208651,1818.5347
43,2018-08-10,-0.988897,0.04805391,96029.33,404.1605,99001.15,187.2042,5.021647,8.496092e-05,2.8396524e-05,5.65644e-05,0.00019832022,16691.473,,,0.029616728,1296.4698
44,2018-08-11,,,,,,,,,,,,,,,,
45,2018-08-12,-0.9397921,0.29449376,59402.266,4836.2803,67377.37,3856.694,11.595176,7.377676e-05,7.172132e-06,6.2039966e-05,0.0001968741,19232.281,,,0.0299471,948.28033
46,2018-08-13,-0.73840535,0.8419078,59828.36,4136.2725,68078.336,3124.5579,33.556335,0.00010793125,,5.1076797e-05,0.00016866387,14415.272,,,,
47,2018-08-14,-1.5076289,0.1795918,38137.258,7641.634,43869.996,6626.9707,5.8587785,8.621096e-05,2.5266352e-05,6.14335e-05,0.00019500521,14414.221,,,,
48,2018-08-15,-0.78599256,0.5742127,70916.34,2795.7974,80253.34,1794.4468,15.868905,6.965625e-05,8.286647e-06,5.7785513e-05,0.00018188212,16679.121,,,0.0368336,2258.0215
49,2018-08-16,-0.83722174,0.49662775,79762.086,1899.8354,88823.94,1022.5799,17.542559,7.295358e-05,1.4431065e-05,5.471649e-05,0.00018587156,16688.85,,,0.041650124,1609.0057
50,2018-08-17,-1.4640064,0.32937887,78408.36,2051.3403,88315.68,1078.0403,7.527667,7.246539e-05,2.4676412e-05,5.4290114e-05,0.00014973535,14419.626,,,0.04404348,1684.4601
51,2018-08-18,-1.0562409,0.33664382,59550.06,4496.1055,67494.586,3502.587,11.046076,8.300139e-05,2.2799759e-05,5.4662567e-05,0.00019629116,16687.5,,,0.033483006,2020.3396
52,2018-08-19,-1.0329535,0.29558912,61227.805,4332.6826,69213.375,3353.4102,10.892653,7.414911e-05,2.6906e-05,5.329858e-05,0.00016911296,14418.96,,,0.033193126,2018.2871
53,2018-08-20,-1.1763598,0.40241978,67586.34,3355.6228,76119.29,2392.668,8.672304,7.4016454e-05,1.936905e-05,5.529268e-05,0.00017767327,14415.719,,,0.029434493,2141.518
54,2018-08-21,-0.9287132,0.6400419,70811.36,2813.2751,79861.64,1840.2349,30.360361,7.054525e-05,2.0751548e-05,5.2041083e-05,0.00017664331,16682.62,,,0.03528782,1507.2261
55,2018-08-22,-0.9699436,0.06902897,91632.766,770.87714,98553.4,213.47377,4.9342003,7.8054516e-05,2.4563878e-05,5.4156364e-05,0.00016155753,14421.238,,,0.031818215,962.6516
56,2018-08-23,-0.67639685,0.048556186,98010.32,335.77167,99190.82,193.88303,4.8810396,7.576071e-05,2.051135e-05,5.5249362e-05,0.00019943438,14418.869,,,0.03194638,1326.0138
57,2018-08-24,-1.1241891,0.1287084,91703.36,694.1069,98864.305,174.83607,5.046869,7.854807e-05,2.6183483e-05,5.223681e-05,0.00018890841,14414.516,,,0.032264046,1901.9779
58,2018-08-25,-0.404584,0.8713331,62592.05,3761.622,71151.95,2741.0178,35.47006,9.72505e-05,,4.628659e-05,0.00018071478,14412.854,,,,
59,2018-08-26,-1.0174639,0.56333065,67684.16,3172.4512,76645.32,2171.3179,11.958783,9.0731024e-05,3.290325e-05,5.4185643e-05,0.00016512541,16679.719,,,0.037760455,1842.9591
60,2018-08-27,-1.3937818,0.23473684,83954.79,1486.4308,91921.96,767.1224,5.8656473,7.657108e-05,1.5819245e-05,5.6479446e-05,0.00016249878,16684.504,,,0.035779726,1169.8187
61,2018-08-28,0.072604835,0.46762684,63990.82,3617.8198,72703.33,2609.3452,18.838442,7.530356e-05,,5.4376214e-05,0.00019692352,19238.941,,,0.051060062,1325.1499
62,2018-08-29,-0.6844866,0.5050026,67852.68,3214.8657,76748.62,2237.3442,18.037474,7.606964e-05,9.91083e-06,5.5485332e-05,0.0001971949,19243.832,,,0.04406691,1544.1044
63,2018-08-30,-1.054256,0.24912201,89620.95,945.00366,96641.164,371.92914,6.8139815,7.441519e-05,2.148193e-05,5.2710493e-05,0.000186484,17959.844,,,0.043724827,1392.1602
64,2018-08-31,-0.1260753,0.98258436,63632.242,3699.715,72308.25,2684.8164,32.550964,7.080832e-05,,4.895914e-05,0.00016695564,16686.941,,,,
65,2018-09-01,-1.028113,0.19708064,86737.18,1245.8701,95328.97,486.37335,4.8906717,7.997363e-05,3.1307987e-05,4.8635156e-05,0.00019252894,16694.531,,,0.04573747,1575.8661
66,2018-09-02,-1.7980262,0.7311587,39362.86,7365.072,45266.207,6352.2974,13.03423,8.0716774e-05,,4.815844e-05,0.00013851009,16696.932,,,,
67,2018-09-03,-1.1171405,0.18362337,92848.75,657.7168,98609.55,210.60083,5.414962,6.867993e-05,2.181272e-05,4.8867932e-05,0.00018517373,16691.094,,,0.039341003,1390.7124
68,2018-09-04,-0.43957323,0.54545873,72316.97,2924.3594,81156.17,2006.405,13.500137,7.9455145e-05,,4.711913e-05,0.00018039977,17958.812,,,0.041315854,1661.0007
69,2018-09-05,-0.46275064,0.9752945,58266.875,4372.175,66344.69,3365.895,38.297047,6.109927e-05,,4.7907874e-05,0.00015297567,16685.355,,,,
70,2018-09-06,-0.7271913,0.10056372,92919.22,648.3221,97705.94,288.08875,4.436751,8.007614e-05,3.0659146e-05,4.9416994e-05,0.00019105748,16684.184,,,0.039625958,1230.7935
71,2018-09-07,-1.708183,0.27111444,29309.88,9267.488,33967.52,8279.856,6.373161,9.417098e-05,4.3726446e-05,4.6139387e-05,0.0001403959,16683.59,,,,
72,2018-09-08,-0.9516917,0.5182637,52385.234,5275.243,59576.625,4284.8823,18.232405,7.801814e-05,3.1852756e-05,4.8350434e-05,0.00017101548,16688.422,,,0.035304666,1470.649
73,2018-09-09,-1.1264448,0.12574862,84676.04,1491.5934,92577.78,765.74725,4.6742916,7.5383345e-05,2.7521424e-05,4.7536407e-05,0.00017999928,16691.557,,,,
74,2018-09-10,-1.0608721,0.26567593,88020.47,1138.6498,95014.016,522.77637,5.8436694,6.857947e-05,1.8716895e-05,4.853923e-05,0.00017901023,16690.629,,,0.03715215,1454.8843
75,2018-09-11,-1.0850745,0.1996572,57608.33,5068.073,63706.234,4243.0186,4.812318,7.800016e-05,3.070105e-05,4.548867e-05,0.0001749306,15554.27,,,0.036675062,1437.3407
76,2018-09-12,-1.0566701,0.9584523,81571.6,1675.1393,92160.12,663.91766,23.579958,6.341266e-05,,4.4287175e-05,0.0001368842,13051.391,,,0.025046851,2201.3604
77,2018-09-13,-0.9050895,0.5340507,41435.906,6896.507,47584.1,5889.216,29.528172,6.7869914e-05,3.1924097e-05,4.640196e-05,0.00017149304,14419.07,,,,
78,2018-09-14,-0.9933083,0.19286503,90642.125,899.87427,97970.05,255.57504,6.916484,7.695324e-05,2.698665e-05,4.8071684e-05,0.00019841357,16689.043,,,0.03441365,1051.7463
79,2018-09-15,-0.98612404,0.56951123,48361.01,6045.0464,55120.297,5059.9336,10.5704775,8.816381e-05,3.5237757e-05,4.5210916e-05,0.00017482674,16686.34,,,0.03473308,1238.9249
80,2018-09-16,-1.0413269,0.1933535,92766.484,640.7556,98822.06,197.44781,4.603842,6.923252e-05,2.3187169e-05,4.765761e-05,0.00018331135,17968.33,,,0.034078818,769.86566
81,2018-09-17,-1.1131415,0.15056437,72861.195,2848.9636,81572.75,1947.6228,5.0923767,8.400637e-05,2.8100027e-05,4.5820307e-05,0.00017484976,16689.965,,,0.03303419,1394.7499
82,2018-09-18,-1.4733828,0.009015807,83101.53,2629.596,89135.72,1624.8352,4.5933995,7.710307e-05,3.2992113e-05,4.411096e-05,0.00015142186,13052.662,,,0.030440098,1567.9011
83,2018-09-19,-1.0637004,0.11128052,74455.234,2543.5251,83561.14,1608.9,4.7272024,7.69784e-05,3.10713e-05,4.59071e-05,0.00018581838,13051.762,,,0.031446528,2148.6924
84,2018-09-20,-1.0702133,0.07281243,92347.375,708.6881,97999.06,245.06302,4.5725193,7.3768846e-05,2.8078995e-05,4.568985e-05,0.00018455938,14429.355,,,0.032494776,1507.974
85,2018-09-21,-1.0339506,0.100856625,94183.09,482.03436,99093.24,172.44542,4.547985,7.8432495e-05,3.5148092e-05,4.328441e-05,0.00018609909,16684.568,,,0.030631727,1548.83
86,2018-09-22,-0.6635554,0.9838785,44751.887,6269.951,51292.633,5257.537,42.91172,0.00014842526,,4.197818e-05,0.000157097,19226.176,,,,
87,2018-09-23,-1.5631926,0.36717236,77160.945,2056.4412,86498.02,1169.773,11.415843,6.916181e-05,2.4963267e-05,4.403377e-05,0.00015721639,19222.611,,,0.030117486,885.6616
88,2018-09-24,-0.82470745,0.5869397,70370.266,2765.7456,79742.29,1793.9717,16.836105,6.0048198e-05,,4.399781e-05,0.0001485427,22045.969,,,0.031152545,1084.6415
89,2018-09-25,-1.0218863,0.47801387,78992.875,1952.4468,88546.52,1057.6682,12.264931,5.7337027e-05,2.0017542e-05,4.179026e-05,0.00015761575,22115.092,,,0.033613093,760.2586
90,2018-09-26,-0.49154207,0.9057926,39879.3,7141.615,45844.35,6123.5747,25.188406,0.00016535695,,3.6417397e-05,0.0001373674,14422.207,0.12672117,229.18073,,
91,2018-09-27,-0.96699977,0.27884185,79413.08,1836.1815,89083.69,937.3593,6.039403,5.9701477e-05,1.0578687e-05,4.28107e-05,0.00016498449,14416.523,0.12044434,228.49095,0.029202009,1014.3346
92,2018-09-28,-1.3870999,0.36338633,72360.586,2583.5542,81944.1,1583.8341,15.304923,7.0229835e-05,2.909401e-05,4.187344e-05,0.00014885182,16677.258,,,0.030430367,581.7391
93,2018-09-29,-0.8845155,0.3321431,79333.1,1870.2236,89531.555,922.26904,8.5698805,6.757832e-05,2.6108708e-05,3.9352843e-05,0.00018469615,17971.36,0.12881431,228.39401,0.032371506,530.3744
94,2018-09-30,-0.88847184,0.301588,43915.266,6738.2573,50097.75,5733.2354,9.835839,7.712083e-05,4.3693635e-05,3.885734e-05,0.00016641998,14419.475,0.12263325,229.09161,,
95,2018-10-01,-0.7895231,0.34617516,85600.35,1208.2545,95311.59,382.4872,11.540905,6.338298e-05,2.0988451e-05,4.0801937e-05,0.00016794715,14415.197,0.13521755,229.41702,0.0307534,777.03174
96,2018-10-02,-0.7337914,0.59667826,71522.19,2719.083,80042.05,1838.3423,13.772203,6.674703e-05,2.8983386e-05,4.212076e-05,0.00017744846,19218.596,0.13743298,228.08083,0.032961942,958.32416
97,2018-10-03,-0.42672366,0.9856094,75043.61,2165.377,84941.84,1199.3652,25.28618,7.1078764e-05,,4.126846e-05,0.00018507987,24093.93,0.14269172,229.52383,0.028562697,1024.3346
98,2018-10-04,-1.7097629,0.43669036,74750.52,2221.4512,84625.625,1257.788,14.991282,5.4757606e-05,1.3640542e-05,3.895781e-05,0.00013802701,22088.979,0.13463238,228.6527,0.029847475,549.792
99,2018-10-05,-0.926882,0.5826155,79166.0,1932.3145,88620.61,1034.5691,18.840359,7.227769e-05,4.385751e-05,3.6029858e-05,0.00015973006,16690.557,0.116571695,226.90652,0.027769865,1275.4541
100,2018-10-06,-0.9030138,0.13154756,95851.055,350.0076,99158.74,171.55556,5.036461,6.832656e-05,3.179331e-05,3.6533253e-05,0.0001801491,14417.299,0.117380604,227.22998,0.03189652,840.77
101,2018-10-07,-0.50573456,0.7471099,45195.723,6133.03,51787.234,5133.0513,29.633053,5.574106e-05,,3.5701294e-05,0.00013806291,16675.775,0.12797289,226.85869,,
102,2018-10-08,-0.93206,0.09554334,93140.836,706.1969,98255.0,239.86856,4.717099,6.122328e-05,2.2871378e-05,3.5995465e-05,0.00015576405,16693.137,0.13713098,225.46986,0.030875202,759.5731
103,2018-10-09,-1.1725794,0.0,99358.56,,99358.56,,,5.9258913e-05,2.3007153e-05,3.625176e-05,0.00013665699,16695.127,0.13790114,227.2189,0.028150043,850.02277
104,2018-10-10,-0.96148324,0.12091704,85675.22,3026.5115,89402.42,2334.5996,4.9820976,6.022679e-05,2.329624e-05,3.6930556e-05,0.00017150232,14422.607,0.12664191,225.95331,0.028172947,1291.9847
105,2018-10-11,-1.0379324,0.15509534,95981.13,435.18555,99142.12,172.85341,4.9782195,7.233488e-05,3.728804e-05,3.5046847e-05,0.00018599327,13055.87,0.119927734,226.58812,0.029425442,1316.9512
106,2018-10-12,-1.0057046,0.09680252,97432.336,326.3979,99241.11,172.05257,4.4773836,6.188961e-05,2.6327238e-05,3.556237e-05,0.00017066076,13056.319,0.12020823,226.78537,0.029607717,957.9853
107,2018-10-13,-0.9582592,0.036340054,87166.91,1255.8553,96348.52,419.7772,4.7940755,6.0529514e-05,2.3446704e-05,3.7082813e-05,0.00016982622,14424.887,0.12433612,224.97693,0.030113261,862.2499
108,2018-10-14,-1.2654303,8.9860805e-05,98335.82,1897.0791,98901.17,879.6678,4.8916216,5.5523073e-05,2.015779e-05,3.5365283e-05,0.00013766045,13055.301,0.12380934,224.91695,0.031102039,663.1716
109,2018-10-15,,,,,,,,,,,,,,,,
110,2018-10-16,-0.80767167,0.16088125,82300.02,2752.2224,87025.06,2101.0024,5.7724943,7.783339e-05,4.0757237e-05,3.8515085e-05,0.0001930267,14421.307,0.12697947,225.34459,0.031314258,849.6918
111,2018-10-17,-0.8096896,0.110558726,97275.46,300.51453,99229.516,169.2796,4.331095,8.163716e-05,4.5298108e-05,3.633905e-05,0.00020683206,13737.547,0.13224429,224.98375,0.031247173,636.33905
112,2018-10-18,-0.7201445,0.14339188,92794.016,700.23816,97707.375,282.995,4.593911,7.796282e-05,4.1202937e-05,3.6759877e-05,0.00019627789,14419.295,0.12189984,224.85664,0.0320696,1074.5452
113,2018-10-19,-0.084733516,0.9481021,94602.06,485.89517,98582.234,225.06369,29.665857,5.0124963e-05,,3.049858e-05,0.00018129227,16690.717,0.122974046,225.54364,0.03131254,1239.9376
114,2018-10-20,-1.2840756,0.8977239,79547.63,1883.1847,89925.34,896.1515,48.894226,7.6560566e-05,,3.161859e-05,0.0001432855,16692.863,0.12247136,224.9153,0.030076846,214.05998
115,2018-10-21,-0.83938926,0.17392045,92349.875,717.16956,98169.33,240.67389,4.82401,6.536012e-05,3.4429693e-05,3.0439453e-05,0.00017800383,16687.887,0.12708923,224.04709,0.030258948,579.54504
116,2018-10-22,-0.9179819,0.36687857,83435.78,1518.8564,91740.34,767.93854,11.10783,5.9484213e-05,2.6875561e-05,2.8995826e-05,0.00014633925,13052.605,0.120216146,224.08572,0.029070634,967.8539
117,2018-10-23,-0.2950989,1.0,46897.938,5775.0596,53684.797,4792.3364,33.391834,9.218333e-05,,3.152572e-05,0.00013687185,22042.477,0.14222404,225.64008,,
118,2018-10-24,-0.2951244,0.9783993,70409.19,2544.1455,79802.92,1593.3789,25.161987,6.66157e-05,,3.1543845e-05,0.00016063206,24033.027,0.15921178,225.75893,0.02823289,711.84485
119,2018-10-25,-1.4639295,0.9119084,72991.43,2334.8735,82677.586,1373.9808,56.32464,6.2529805e-05,,3.1011325e-05,0.00014314608,22027.6,0.1365142,224.77917,,
120,2018-10-26,-0.61318755,0.41848826,82176.766,1428.3434,92653.42,507.18845,9.924963,5.946101e-05,2.7723538e-05,3.2732736e-05,0.00018351269,22053.014,0.13150012,222.50566,0.031467397,497.64413
121,2018-10-27,-0.041896246,0.82298315,51104.18,5099.934,58365.055,4122.0684,40.11013,0.00029755093,,3.055941e-05,0.00023536755,19199.277,0.1309556,223.54236,,
122,2018-10-28,-0.3221733,0.92940533,70073.73,2794.1592,79165.22,1855.0426,33.94928,7.3565214e-05,,2.7514605e-05,0.00017221409,16684.525,0.124814466,222.51407,0.031729,481.7262
123,2018-10-29,-0.36376947,0.9951242,61394.9,3908.1272,69813.26,2910.6965,23.101635,9.357062e-05,,2.5930798e-05,0.0001664589,14429.642,0.11935922,221.58247,,
124,2018-10-30,,,,,,,,,,,,,,,,
125,2018-10-31,-0.5454734,0.41343838,94215.91,544.7625,98790.6,195.92633,11.589054,6.524676e-05,3.440334e-05,3.2391814e-05,0.00023654077,16692.852,0.13438064,220.20068,0.030999647,899.5281
126,2018-11-01,-0.15912792,0.59231526,96764.74,347.77737,99233.13,170.24135,15.252303,5.8372396e-05,,2.5986916e-05,0.00017813739,14425.527,0.12489489,220.60797,0.029741623,803.23676
127,2018-11-02,0.13400209,0.8007754,69234.305,3076.2441,78511.45,2064.12,23.073915,9.402524e-05,4.06594e-05,2.769181e-05,0.00018239528,14421.201,0.118686855,219.39175,0.027369216,1870.4419
128,2018-11-03,-0.4281878,0.9846681,46510.137,6081.4634,53251.848,5076.466,4.0286465,9.193757e-05,,2.1464886e-05,0.00012929426,16696.203,0.11630622,217.9986,,
129,2018-11-04,-0.4676321,0.9990743,93481.734,634.0264,99398.28,164.70468,4.7722945,3.7086887e-05,,2.0956402e-05,0.00014344,13740.243,0.10991584,217.53897,0.028869582,575.55316
130,2018-11-05,-1.1883923,0.987817,94216.734,547.3607,99225.336,171.51588,71.13046,3.349759e-05,,2.023068e-05,0.00012156029,14422.486,,,0.027262714,999.5292
131,2018-11-06,-0.17832652,0.837588,98635.06,188.80414,99225.75,171.83876,28.123337,3.7815647e-05,,2.1834545e-05,0.00015523593,14418.929,0.1295903,217.46535,0.027001705,1248.8721
132,2018-11-07,-0.2513328,0.9882327,96647.516,373.68808,99190.875,171.36615,26.118671,3.8433962e-05,,2.4206665e-05,0.00016401899,14420.623,0.13234314,219.25896,0.027596816,861.9108
133,2018-11-08,0.008110434,0.54580545,91743.36,744.86176,98674.34,200.81268,6.401287,5.4002507e-05,3.1077787e-05,2.411821e-05,0.00018292358,14420.561,0.13047707,219.16812,0.028768927,732.2108
134,2018-11-09,0.03103453,0.7555914,72151.734,2813.2573,80498.82,1922.9893,16.68894,9.477191e-05,3.6693873e-05,2.6703976e-05,0.00019926767,14421.904,0.13129115,219.20709,,
135,2018-11-10,-1.359405,0.28057265,32124.377,8530.898,37138.836,7559.3535,13.837472,4.818406e-05,,2.9320949e-05,0.00014322287,16689.273,,,,
136,2018-11-11,-0.4303375,0.98326665,95084.22,434.6358,99202.06,171.49307,39.820305,5.3514206e-05,,2.4925204e-05,0.00019795827,16693.793,0.13263756,218.26073,0.030953214,598.0564
137,2018-11-12,-0.42241734,0.9632558,55795.125,4754.8164,63580.21,3765.0356,41.153633,0.000101204154,,2.2565278e-05,0.00018043153,19262.488,0.122094,219.4383,,
138,2018-11-13,0.09479612,0.98356426,52387.54,5206.9355,59798.633,4212.5054,37.644516,0.00014871516,,2.3204568e-05,0.00018121027,16692.93,0.12286583,217.8134,,
139,2018-11-14,0.1994756,0.9792436,63270.13,3637.8718,71895.09,2660.927,11.747503,3.9608447e-05,,2.8113278e-05,0.00016559954,22111.56,0.13577062,218.75711,0.02979118,880.86914
140,2018-11-15,-1.648131,0.42997476,77497.56,2093.9758,87665.22,1126.1036,16.825396,3.760196e-05,,2.4706727e-05,0.00013383251,19271.975,0.13742961,218.32187,0.032114144,464.8127
141,2018-11-16,-0.58153176,0.69446963,92604.516,786.44824,99094.945,241.48296,17.492134,5.278067e-05,1.47474475e-05,2.2026432e-05,0.00018084829,16715.45,0.13652775,217.79514,0.03314151,509.65997
142,2018-11-17,-0.30980277,0.59698975,43219.188,6785.3354,49543.953,5806.6553,23.030993,8.814886e-05,,2.2687664e-05,0.0001564348,16713.812,0.1307271,220.32884,,
143,2018-11-18,-0.34782577,0.8594513,81415.03,1701.8312,91984.55,737.1223,18.133276,3.6503458e-05,,2.599376e-05,0.00015098066,22106.273,0.1476878,221.73651,0.030648135,736.7549
144,2018-11-19,-0.3932828,0.93161315,84529.24,1402.4839,95063.484,491.67618,29.345572,4.329685e-05,,2.1314057e-05,0.00014392177,19269.512,0.14468396,219.04224,0.031248607,513.777
145,2018-11-20,-0.14078736,0.79514706,93387.59,648.7797,98773.734,209.90622,17.630243,3.0394893e-05,,1.884166e-05,0.00014026814,16702.549,0.14678545,218.46503,0.032213055,415.953
146,2018-11-21,-1.209404,0.57697386,86766.35,1196.3628,97766.92,263.35388,28.676334,3.2100474e-05,,1.9663245e-05,0.0001307959,16701.004,0.13093056,218.3258,0.029813098,400.3705
147,2018-11-22,-0.5155461,0.9907932,94445.89,502.96796,99171.6,171.54453,29.581245,3.9033723e-05,,1.9046987e-05,0.00016389406,14423.379,0.12717009,217.64844,0.030183733,258.51776
