BrO,BrO_Error,H2O,H2O_Error,HCHO,HCHO_Error,NO2,NO2Tropo,NO2Tropo_Error,NO2_Error,O3,O3_Error,SO2,SO2_Error,lat,lon,date,km_to_Vilnius
19426311000000.0,24832836000000.0,,,2.0928435e+16,9369961000000000.0,3177001500000000.0,-672716370000000.0,1348573000000000.0,427566300000000.0,361.44394,0.9160217,-0.114422046,0.16874602,54.733307,25.374266,2021-05-16,7.9490726723656975
39489930000000.0,17401200000000.0,,,,,3110648000000000.0,,,308843350000000.0,322.4172,1.1471101,-0.26247016,0.19791794,54.62427,24.80772,2021-05-17,31.155982969985097
38383020000000.0,15706822000000.0,,,,,3138255000000000.0,,,257170810000000.0,345.97617,1.3640125,0.4204415,1.8593698,54.701225,25.040365,2021-05-18,15.459477929402459
48817780000000.0,14075979000000.0,,,,,3050859700000000.0,,,243691880000000.0,322.38232,0.9074145,-0.07050215,0.088152386,54.580128,25.276255,2021-05-19,11.907927516292483
35470264000000.0,19782198000000.0,,,1.1616811e+16,4939211300000000.0,3432294000000000.0,312525980000000.0,1050232200000000.0,316780300000000.0,349.48657,0.7748855,0.05400094,0.08692763,54.835724,25.183212,2021-05-20,17.63718305493482
44228646000000.0,18912370000000.0,,,,,3634158700000000.0,,,368931050000000.0,346.42407,0.86523026,-0.3564699,0.27401796,54.749054,25.641254,2021-05-21,24.21833862736994
54098255000000.0,21439170000000.0,,,,,3595585300000000.0,,,377534030000000.0,338.03995,0.9313347,1.2318842,1.022481,54.6678,25.697435,2021-05-22,26.9428348376403
46948984000000.0,19436505000000.0,13.434892,20.202065,5997129000000000.0,3870585000000000.0,3431936600000000.0,360503820000000.0,1325941600000000.0,300048230000000.0,369.96744,0.77059895,0.9246359,3.3078132,54.749702,24.86518,2021-05-23,27.514942659144985
22179820000000.0,23388167000000.0,8.661385,17.02828,,,3357073100000000.0,,,380469380000000.0,338.45892,0.95502037,-0.19025154,0.31686926,54.58775,25.256927,2021-05-24,11.155023837716215
38963406000000.0,17763798000000.0,,,,,3108541600000000.0,,,316826300000000.0,323.76605,1.401919,0.07165078,0.16611265,54.55147,25.089506,2021-05-25,19.43519592834732
62482874000000.0,22043880000000.0,9.411248,16.801678,,,3569765300000000.0,,,408649800000000.0,382.0856,0.86358315,0.99086654,1.1178195,54.627438,25.142412,2021-05-26,11.051706819895017
55202703000000.0,17321084000000.0,,,,,2969098300000000.0,,,308984240000000.0,337.90723,1.3275368,0.07207844,0.19852574,54.838257,25.362087,2021-05-27,17.60876858908787
54922860000000.0,17475194000000.0,,,,,3581609000000000.0,,,331274650000000.0,355.22043,0.9252186,0.0031688525,0.009170327,54.739544,25.1885,2021-05-28,8.257985872630377
37528107000000.0,16910531000000.0,,,,,3728151000000000.0,,,345563340000000.0,368.83273,0.7627226,0.19513589,1.87124,54.88765,25.011545,2021-05-29,28.149616043019332
66948776000000.0,27075293000000.0,7.7081194,16.639845,-2.5265523e+16,2.7093925e+16,4478668400000000.0,3609728000000000.0,2217205200000000.0,580362150000000.0,358.24887,0.8309699,-1.3747385,0.7078436,54.799652,24.804352,2021-05-30,32.97346960391851
44549450000000.0,24321910000000.0,7.2268934,16.259394,-7144908400000000.0,1.9032265e+16,4189158600000000.0,,,719946700000000.0,352.15616,0.8825868,-0.92986923,0.55695087,54.823112,24.834488,2021-05-31,32.31913239921679
29274170000000.0,21880707000000.0,,,4255110300000000.0,2330363000000000.0,3722339700000000.0,824927800000000.0,1284547800000000.0,393875600000000.0,369.72888,0.8505841,-0.1237934,0.20690408,54.81969,25.347097,2021-06-01,15.353914045732035
34372040000000.0,18870698000000.0,7.8559675,18.305973,-7644018500000000.0,2.1916941e+16,4043264500000000.0,,,344746900000000.0,338.99426,0.81246626,-1.0882074,0.55597234,54.653633,25.091272,2021-06-02,12.678111443147568
50458693000000.0,23011376000000.0,11.294936,17.25378,-1.3546425e+16,1.0073754e+17,3489771500000000.0,,,480378570000000.0,330.9438,0.9395373,-1.5357827,0.66427904,54.551422,25.60826,2021-06-03,25.988733114564017
42107860000000.0,21307465000000.0,,,,,3435360700000000.0,,,426417940000000.0,329.51694,0.8549246,-0.7687087,0.42558455,54.789455,25.669064,2021-06-04,27.459487052929102
33424618000000.0,22514191000000.0,,,-2047500400000000.0,1850045600000000.0,3631274000000000.0,365167000000000.0,1335939000000000.0,461828570000000.0,341.58575,0.9015444,-0.3438364,0.37278402,54.770966,24.90548,2021-06-05,25.770325374094295
44462995000000.0,22665092000000.0,17.91427,19.151136,1.1024006e+16,5442064000000000.0,3943746600000000.0,,,542966950000000.0,325.2604,0.8740046,0.6106126,5.7599707,54.624584,25.759975,2021-06-06,31.668338957309135
25662155000000.0,20528178000000.0,13.709208,19.80772,-7390275000000000.0,1.1198506e+16,3573202300000000.0,,,365236700000000.0,341.40692,0.8666959,-0.6718082,0.5368607,54.73685,25.54379,2021-06-07,17.839769337727592
49545080000000.0,17344002000000.0,22.700985,19.476849,-1325532700000000.0,1155184700000000.0,4029986600000000.0,,,406941340000000.0,338.15628,0.7197108,-0.66750276,0.5447012,54.632256,27.566938,2021-06-08,147.23223538160875
37548907000000.0,19528944000000.0,,,,,3727390000000000.0,,,340922220000000.0,336.65753,0.97280324,-0.28074884,0.24456131,54.675747,25.15355,2021-06-09,8.208835726000444
22409554000000.0,22940770000000.0,16.022457,17.462198,,,4220133000000000.0,,,472324900000000.0,329.75122,1.0106118,-0.88825613,0.47513765,54.642815,25.197344,2021-06-10,7.239419360175773
32851603000000.0,23870540000000.0,,,,,6614030600000000.0,,,894801940000000.0,307.59457,1.1927178,-0.16162303,0.22825871,54.74978,25.41719,2021-06-11,11.242649921468466
31668495000000.0,17547981000000.0,,,,,4031187300000000.0,,,353159900000000.0,327.98907,0.8905486,-0.043939847,0.058609758,54.724537,25.024298,2021-06-12,16.925513717149677
45889687000000.0,18479906000000.0,,,,,3736388000000000.0,,,352694900000000.0,383.8708,0.85687095,-0.114909366,0.13571581,54.753525,24.813828,2021-06-13,30.814984678102935
22132206000000.0,21875570000000.0,20.858685,14.718317,2.0396374e+16,8216964500000000.0,4161196800000000.0,1647038100000000.0,1670642000000000.0,558270250000000.0,374.18085,0.8525224,-1.3188337,0.758235,54.58198,25.29168,2021-06-14,11.725307119590994
10783757000000.0,4476051000000.0,,,,,5197434400000000.0,,,255125720000000.0,335.9709,4.78501,5.197696,3.1730676,54.60101,25.43286,2021-06-15,13.746577094380765
20578111000000.0,19893010000000.0,7.934713,17.556181,1.7591267e+16,6313513300000000.0,3777719800000000.0,,,468145130000000.0,319.49686,0.8276065,-0.06556064,0.08740306,54.853092,25.06781,2021-06-16,22.91272647001382
21165108000000.0,18107900000000.0,14.709279,19.354525,-3543499100000000.0,4442653500000000.0,3059050000000000.0,,,398513270000000.0,306.0101,0.8198084,0.3795959,1.3670346,54.709404,25.266665,2021-06-17,2.607180833079085
48783035000000.0,23538620000000.0,16.092848,16.157185,2.0055872e+16,7690444000000000.0,3833965000000000.0,854700300000000.0,1852339000000000.0,701783000000000.0,314.9566,1.0904936,0.93528175,5.4727073,54.60827,25.033983,2021-06-18,18.08169993103454
2739533800000.0,25019959000000.0,17.910608,16.750574,2.9603058e+16,8911931000000000.0,3609442200000000.0,421328640000000.0,2515523200000000.0,819244500000000.0,303.2362,0.9642818,-2.235727,0.6789974,54.513187,25.495913,2021-06-19,23.84019502438988
12656401000000.0,24325193000000.0,29.049177,17.152737,1626990800000000.0,1119613350000000.0,4419131800000000.0,,,543116300000000.0,301.15494,0.9108145,-1.9010245,0.56463414,54.7679,25.725548,2021-06-20,30.001764218732212
38031713000000.0,21438166000000.0,24.586819,20.517746,1.8230427e+16,7082930000000000.0,3739241500000000.0,1064396200000000.0,1522673100000000.0,420416600000000.0,295.28494,0.84203905,-0.20544466,0.19371592,54.843185,24.867613,2021-06-21,31.61799870447499
10012626000000.0,17697550000000.0,25.03821,17.14893,2.696727e+16,6754942600000000.0,3979313000000000.0,,,408599630000000.0,305.97437,0.83143294,-0.7744153,0.3783996,54.661625,25.32546,2021-06-22,4.0918864578608325
33844237000000.0,26241787000000.0,30.009876,16.281101,-2004048400000000.0,1804639200000000.0,3584410600000000.0,,,574260500000000.0,303.2128,1.1562195,-0.51008564,0.33457968,54.62335,25.134079,2021-06-23,11.7537575031083
90902770000.0,26156361000000.0,29.512877,16.747368,2.090121e+16,7644055600000000.0,4267169000000000.0,,,660179760000000.0,283.96313,2.2279937,1.1757922,2.54814,54.692787,25.177744,2021-06-24,6.5821644983913075
16361586000000.0,19296237000000.0,,,,,4968247000000000.0,,,314464420000000.0,299.20175,1.1885624,0.048244044,0.0644306,54.551197,25.233805,2021-06-25,15.408812010534312
47767632000000.0,15420865000000.0,,,,,4139403800000000.0,,,277716310000000.0,288.1265,0.9378661,-0.21055968,0.21545269,54.777794,25.251066,2021-06-26,10.23996996903517
26147413000000.0,18618370000000.0,,,,,3567908800000000.0,,,286275500000000.0,318.02457,1.0300955,-0.14691626,0.15879548,54.927227,25.04591,2021-06-27,30.607429242825653
45889200000000.0,23387875000000.0,17.8593,18.299467,,,4283437200000000.0,,,414879480000000.0,344.00693,0.99702686,1.0941164,1.2490321,54.8356,24.821434,2021-06-28,33.71526729843986
34080900000000.0,24033523000000.0,23.6321,16.695782,-1.4458867e+16,5.305603e+17,4726143000000000.0,,,584947400000000.0,328.87805,0.99092984,-0.949417,0.5552325,54.85276,24.84145,2021-06-29,33.602587085793196
16844811000000.0,23905874000000.0,18.513683,18.697767,1.4284791e+16,7013940000000000.0,4596609300000000.0,2758347000000000.0,1762171100000000.0,465110930000000.0,323.78943,0.9962055,-0.02361559,0.033237234,54.84371,25.334047,2021-06-30,17.748903979292106
38293786000000.0,18730230000000.0,,,,,3821116400000000.0,,,301199950000000.0,309.7666,1.1319095,-0.48030204,0.37290707,54.65755,25.121096,2021-07-01,10.717702396071765
23756997000000.0,17900316000000.0,,,,,3833215000000000.0,,,328665500000000.0,305.69278,1.3643157,0.29827717,11.568619,54.553837,25.617048,2021-07-02,26.29841918955391
33604046000000.0,20715114000000.0,,,,,4039293000000000.0,,,372905940000000.0,317.40753,0.94441956,0.026578348,0.059410706,54.785297,25.671091,2021-07-03,27.391781344144572
50170348000000.0,21783198000000.0,23.049881,18.872395,-1.7087216e+16,5.8521713e+16,3903734000000000.0,366112440000000.0,1133509200000000.0,375824030000000.0,326.88367,0.93864393,-1.0298911,0.5606477,54.75953,24.903885,2021-07-04,25.43883915496999
18831114000000.0,19742950000000.0,,,,,3825707200000000.0,,,374233420000000.0,310.5686,0.9651926,-0.6255452,0.41064683,54.606544,25.746878,2021-07-05,31.367154337315384
36405602000000.0,15429981000000.0,,,,,3414505000000000.0,,,271030670000000.0,330.8659,3.1589334,-0.20939553,0.19096504,54.703278,25.544458,2021-07-06,17.10763876056803
36708385000000.0,24417678000000.0,27.209936,16.811045,1.9181238e+16,7177872000000000.0,4018067300000000.0,,,452083730000000.0,295.84122,1.0465145,-0.21512073,0.32509238,54.788788,25.331182,2021-07-07,11.7695938063548
41883310000000.0,21859664000000.0,32.458267,16.735165,-2617715500000000.0,2679222600000000.0,3422065700000000.0,,,591081050000000.0,288.2355,1.0929006,0.14614362,0.34555522,54.63342,25.127989,2021-07-08,11.444377930207521
49415130000000.0,23512333000000.0,20.603273,16.684137,-6747172000000000.0,1.0674467e+16,3888641400000000.0,,,553141100000000.0,285.43826,1.1559433,-1.3730664,0.59344953,54.59132,25.177689,2021-07-09,12.520284373923989
-26392056000000.0,21163923000000.0,20.481262,17.732925,2.0166652e+16,6713654000000000.0,3246529000000000.0,,,512185600000000.0,289.17813,0.9818998,-1.0935746,0.5120983,54.69084,25.382887,2021-07-10,6.6443968937211135
38303110000000.0,17779200000000.0,22.606312,18.307667,,,3765692800000000.0,,,331793140000000.0,289.63385,1.0472696,-0.59777135,0.39534485,54.65731,24.977007,2021-07-11,19.744516298393446
26492370000000.0,22678944000000.0,26.221737,17.362097,4746662000000000.0,3082146600000000.0,3757690800000000.0,,,490035770000000.0,297.4819,0.95683277,-0.33797306,0.34607834,54.67958,24.760695,2021-07-12,33.37291579804156
,22223627000000.0,,,2.8571173e+16,8834978000000000.0,3389149300000000.0,-395129600000000.0,1382228400000000.0,516476530000000.0,306.49326,1.0811521,,0.914281,54.839848,25.441738,2021-07-13,19.904021760707074
,,,,,,5471322300000000.0,,,299307450000000.0,290.09525,5.518924,,,54.70371,25.33653,2021-07-14,4.08747495011849
30468108000000.0,21920480000000.0,31.119389,19.704805,-2472571300000000.0,2079611200000000.0,3779089600000000.0,,,401087770000000.0,287.6125,0.95114166,0.7682609,10.13891,54.753166,25.024183,2021-07-15,17.974764653168094
,17525607000000.0,29.185549,20.971762,1.3134832e+16,5218851000000000.0,3987034500000000.0,,,345235340000000.0,287.39044,0.84317136,,0.71319044,54.600697,25.23837,2021-07-16,9.979542261448255
,20845724000000.0,,,-259251680000000.0,149242160000000.0,4381039200000000.0,1779963700000000.0,1405436000000000.0,481549500000000.0,300.78232,1.0425929,,1.3749927,54.831352,25.186605,2021-07-17,17.10570742601908
,23709770000000.0,34.900078,15.98499,1.9877564e+16,7323112000000000.0,3985756500000000.0,,,486988160000000.0,302.43344,1.066099,,1.3212633,54.730923,25.629791,2021-07-18,23.009485305823482
,21353061000000.0,16.673668,16.76993,,,4711195000000000.0,,,446691300000000.0,297.75122,1.0530488,,1.9303402,54.636738,25.66367,2021-07-19,25.324464636052518
,19851588000000.0,19.020555,19.5775,8127696000000000.0,3889312700000000.0,4209610200000000.0,2049151600000000.0,1784762800000000.0,485950250000000.0,323.40396,0.8922879,,0.9561622,54.701473,24.837442,2021-07-20,28.465413202207433
25617056000000.0,17023599000000.0,16.094833,18.56636,,,3464200000000000.0,,,314754360000000.0,315.4498,0.96815306,-1.2188569,0.5323861,54.521816,25.216581,2021-07-21,18.83382933244668
43172718000000.0,23406836000000.0,14.045223,16.257069,6329161000000000.0,3548411500000000.0,3037456400000000.0,,,546364840000000.0,327.13928,0.90365213,0.75299835,6.8537593,54.806286,25.273312,2021-07-22,13.248104433838432
,26349486000000.0,21.649574,16.726898,-6886943600000000.0,7242891000000000.0,4056814600000000.0,1457439800000000.0,1951850600000000.0,652703200000000.0,323.70966,1.0321913,,0.47010195,54.873905,25.28326,2021-07-23,20.761903934926057
,23281260000000.0,15.441746,17.587898,4624063000000000.0,3156784000000000.0,3402025600000000.0,,,536219500000000.0,317.48425,0.91670126,,0.8275353,54.726234,25.31897,2021-07-24,5.020337809054128
,20738290000000.0,19.648722,17.553823,-3.2045765e+16,3.1266789e+16,3653613500000000.0,410548600000000.0,1556593900000000.0,493957300000000.0,332.08453,0.91039646,,1.1446795,54.614674,25.099941,2021-07-25,14.098600262314966
9170405000000.0,22444784000000.0,21.446379,19.512598,2.6343036e+16,9320695000000000.0,4351473800000000.0,,,449906900000000.0,326.44412,0.86270475,0.9655988,2.832242,54.751553,24.90401,2021-07-26,25.16705691596695
,20379748000000.0,26.101957,19.667145,,,4281703400000000.0,,,343832030000000.0,311.63577,1.022042,,1.749337,54.646713,24.697157,2021-07-27,37.73111615052889
92212340000000.0,23267800000000.0,32.10327,17.605804,-2.548335e+16,9.410476e+16,3758400500000000.0,,,548435500000000.0,311.39072,0.9731663,-1.2915013,0.54289025,54.649986,24.747387,2021-07-28,34.47928415017508
,19231547000000.0,,,1724236600000000.0,1002208540000000.0,3571668500000000.0,290346330000000.0,991766060000000.0,273791060000000.0,319.19977,0.8621236,,1.9662492,54.630913,25.258587,2021-07-29,6.404455500890305
21086362000000.0,18474374000000.0,16.499813,19.362057,6348214500000000.0,2860371000000000.0,3884671200000000.0,,,368123260000000.0,309.41968,0.7119218,0.6464925,3.5990496,54.73604,25.153444,2021-07-30,9.760584918823948
38613694000000.0,23225338000000.0,,,-1.6918644e+16,2.8665015e+16,3837763500000000.0,,,485881460000000.0,307.36038,1.0248274,0.07282838,0.13562633,54.665596,25.716862,2021-07-31,28.208541029177557
52748213000000.0,22480792000000.0,,,,,3294399000000000.0,,,439340900000000.0,313.57434,1.4562033,1.3129741,1.2845521,54.557972,25.518705,2021-08-01,21.052945331679556
38967605000000.0,16437806000000.0,,,,,3235095000000000.0,,,271695570000000.0,341.4808,3.3295543,-0.09648295,0.12641649,54.559612,25.576054,2021-08-02,23.774938863955725
49101626000000.0,17597192000000.0,,,,,3439089300000000.0,,,318857770000000.0,332.11832,0.8486718,-0.43798104,0.37737113,54.701466,25.78887,2021-08-03,32.759561914758294
39695535000000.0,14521436000000.0,,,,,3497977300000000.0,,,246836120000000.0,335.43054,1.19407,-0.6336399,0.41486964,54.470905,25.311975,2021-08-04,24.140681186727598
28665604000000.0,19731923000000.0,11.994863,17.889164,,,3586192200000000.0,,,303849840000000.0,331.6135,0.90286064,0.30440733,8.821961,54.537415,25.12941,2021-08-05,19.262865719302216
35936290000000.0,15823665000000.0,,,,,3279479700000000.0,,,255380480000000.0,341.23093,3.0103374,-0.28865758,0.21422796,54.70165,25.183083,2021-08-06,6.413494253350454
50221447000000.0,16824821000000.0,,,,,3101421000000000.0,,,278261440000000.0,318.68137,0.84399664,0.17752631,1.0900886,54.65341,25.217863,2021-08-07,5.470608866062278
41614700000000.0,18730891000000.0,,,,,3034671000000000.0,,,341054760000000.0,304.07632,1.3440703,-0.23947506,0.30028662,54.742393,25.436695,2021-08-08,11.804750072158251
40663970000000.0,15099137000000.0,,,,,3070926000000000.0,,,234124940000000.0,311.117,1.4922336,-0.59312123,0.40652716,54.70422,25.016327,2021-08-09,17.030251779536467
9258625000000.0,22122101000000.0,14.179488,19.011408,,,3670577000000000.0,,,415794040000000.0,323.76767,0.8483871,-0.59228593,0.51580197,54.718704,24.79116,2021-08-10,31.58358035905929
46281406000000.0,18496994000000.0,,,1.7830137e+16,6843642000000000.0,3386328300000000.0,136373830000000.0,965848000000000.0,283045260000000.0,347.09363,0.79715306,-0.92188543,0.5590878,54.528854,25.270718,2021-08-11,17.616770955284373
69179776000000.0,21209666000000.0,18.417158,17.087059,,,3855148100000000.0,,,360521770000000.0,342.35458,0.89040786,-0.006681022,0.016196556,54.728104,24.844099,2021-08-12,28.351356234502184
28712012000000.0,17106913000000.0,16.847597,17.707054,,,2980193500000000.0,,,314673330000000.0,301.06494,0.794568,-0.017244661,0.030893918,54.766056,25.046585,2021-08-13,17.348000030889487
21204107000000.0,16033472000000.0,,,-556364330000000.0,399994400000000.0,3167315800000000.0,,,273004580000000.0,304.18375,0.9659115,1.3990308,1.719574,54.60419,25.271114,2021-08-14,9.24680746109661
32252790000000.0,20934520000000.0,,,-5401538000000000.0,7090845000000000.0,3520908700000000.0,1137484200000000.0,1151836500000000.0,351129250000000.0,306.37305,0.98095125,-0.5572655,0.6435132,54.82915,25.195694,2021-08-15,16.679057329703863
42219440000000.0,21398028000000.0,,,8433182000000000.0,5711907600000000.0,3325769000000000.0,,,429979900000000.0,310.68002,1.2883276,-1.4062318,0.8179244,54.720432,25.63169,2021-08-16,22.91481425715042
49600170000000.0,15771569000000.0,,,,,4530493000000000.0,,,280499050000000.0,316.5967,3.116776,-0.054417975,0.074443914,54.61545,25.673868,2021-08-17,26.58301778458927
25675501000000.0,19948324000000.0,16.498055,20.059229,-804751000000000.0,830864900000000.0,3559246400000000.0,1413790900000000.0,1458431300000000.0,347467300000000.0,327.31003,0.883688,-0.82456774,0.76367146,54.671406,24.848757,2021-08-18,27.759861682540418
40393014000000.0,16903370000000.0,,,,,3056484500000000.0,,,255016070000000.0,306.884,0.8804792,-0.6611601,0.37078384,54.814835,25.468117,2021-08-19,18.644742595022493
53434284000000.0,21815756000000.0,17.530529,18.455444,,,3471433600000000.0,,,447382700000000.0,307.5881,0.98848665,0.63160753,1.8410953,54.764153,25.250187,2021-08-20,8.76413930999539
25417960000000.0,22151027000000.0,10.402429,17.386915,1.9322706e+16,7659727000000000.0,2932630000000000.0,,,501046660000000.0,315.47238,0.9644344,-0.36051294,0.45013022,54.82073,25.266157,2021-08-21,14.873269343277892
30768527000000.0,20597174000000.0,13.383366,16.95872,,,3004960200000000.0,,,340095640000000.0,310.94327,0.80612236,0.6642163,2.0232954,54.66394,25.302374,2021-08-22,2.9689374161267836
24395274000000.0,18876161000000.0,13.742516,21.068745,-2038921200000000.0,2089817500000000.0,3191414400000000.0,,,417874200000000.0,311.68384,0.8271759,-0.3054156,0.3784944,54.64883,25.515846,2021-08-23,15.773461117746342
52577440000000.0,19558430000000.0,,,,,3561535600000000.0,,,389191350000000.0,316.18274,0.9408118,-0.20513734,0.31111866,54.678898,24.857927,2021-08-24,27.127948275266526
33617610000000.0,21824640000000.0,10.33254,17.5585,2416743500000000.0,2389949900000000.0,2635336000000000.0,,,467366870000000.0,310.11908,1.0181373,-0.9910557,0.68107384,54.899185,24.88429,2021-08-25,34.61456285884334
42827984000000.0,15932618000000.0,,,,,2653723000000000.0,,,250929640000000.0,303.9932,1.2072479,0.52141625,0.9261586,54.901176,24.88805,2021-08-26,34.58989609450938
-844583530000.0,19935810000000.0,,,3.5909006e+16,1.180013e+16,3631171500000000.0,1792284800000000.0,1556981300000000.0,422017600000000.0,318.41846,0.912301,0.20555092,0.5287305,54.527313,25.238815,2021-08-27,17.972546422164196
32452481000000.0,14734609000000.0,,,,,2920642500000000.0,,,201809050000000.0,326.56955,1.7843109,-0.18891443,0.20474808,54.68139,25.137201,2021-08-28,9.182547130625128
47038680000000.0,16258820000000.0,,,,,2989307400000000.0,,,244320070000000.0,296.3755,0.8647752,-0.19462955,0.18923712,54.55834,25.629297,2021-08-29,26.68009626293269
36596498000000.0,16652542000000.0,,,,,3088027300000000.0,,,239759720000000.0,286.982,1.4195389,0.13705029,0.39260864,54.772972,25.671656,2021-08-30,26.912948269616127
51444187000000.0,16942935000000.0,17.379993,20.730402,1.2398401e+16,5285422700000000.0,2970488800000000.0,-72609945000000.0,879701040000000.0,255206650000000.0,325.01453,0.75076926,1.5676485,1.405624,54.728405,24.902624,2021-08-31,24.65375665851269
46740950000000.0,16194141000000.0,16.146698,18.544641,,,2873186000000000.0,,,240183580000000.0,291.63943,0.94688594,-0.9681029,0.5355273,54.55564,25.759966,2021-09-01,34.205111925932414
37613474000000.0,17238692000000.0,6.832387,19.63363,,,3453637400000000.0,,,273883790000000.0,307.30212,0.8672157,0.051610287,0.13593051,54.65427,25.484682,2021-09-02,13.679741428018831
28434848000000.0,18584156000000.0,,,,,2727793300000000.0,,,229630960000000.0,282.75977,0.89428765,-0.039440148,0.07460277,54.718388,25.271788,2021-09-03,3.505007545030079
38469560000000.0,19822591000000.0,6.607261,18.50301,,,2806530300000000.0,,,327421600000000.0,299.14294,1.0013314,-0.17874086,0.24578814,54.537643,25.093904,2021-09-04,20.48643633688499
4925785000000.0,24281476000000.0,10.543405,18.885433,1.859987e+16,8858411400000000.0,3410436500000000.0,1781060100000000.0,1982322300000000.0,565343700000000.0,315.0124,0.97796106,0.19486745,0.6820181,54.821465,25.318836,2021-09-05,15.139326648303836
23463073000000.0,18976554000000.0,,,-3977803600000000.0,5726178000000000.0,2595700000000000.0,,,376566700000000.0,307.2281,0.9075629,1.7209082,1.3079813,54.55491,25.38998,2021-09-06,16.333722749778943
49172925000000.0,20459033000000.0,14.845548,19.710363,-1.3121869e+16,9.15193e+16,2533673000000000.0,-929917600000000.0,1760957900000000.0,481688500000000.0,313.88608,0.9595873,1.5271827,1.906458,54.848976,25.15293,2021-09-07,19.741324001463894
-11380098000000.0,27534777000000.0,24.238974,19.301138,5.0561656e+16,1.2936466e+16,2319744000000000.0,-1237924300000000.0,2016989000000000.0,725161140000000.0,281.2546,1.1526986,1.551524,1.613354,54.856476,24.914692,2021-09-08,30.040110027243575
79615710000000.0,25041966000000.0,23.025307,19.616663,-7748610600000000.0,4.496177e+16,2786567500000000.0,33809830000000.0,1669964900000000.0,600140000000000.0,274.2434,1.1397338,-1.4254514,0.73756814,54.662926,25.363085,2021-09-09,6.002304451702796
37666780000000.0,22921560000000.0,17.558273,20.219435,2343218500000000.0,2269612000000000.0,3610045400000000.0,2818208600000000.0,2279073700000000.0,587776400000000.0,277.33707,1.0606096,0.15333031,0.43869862,54.85302,24.92793,2021-09-10,29.13925143827506
38331824000000.0,19087770000000.0,21.720066,21.38542,2.534838e+16,1.0125846e+16,2106836000000000.0,-2279500500000000.0,1864011800000000.0,412430480000000.0,279.32947,0.90836805,0.46988666,14.138987,54.882195,25.118837,2021-09-11,24.01082583376487
37606080000000.0,16106563000000.0,25.930178,22.620647,439931520000000.0,483514870000000.0,3159341700000000.0,,,309897760000000.0,287.7128,0.82497203,-1.4487563,0.93617314,54.711166,25.33359,2021-09-12,4.369485561051149
40233433000000.0,20461004000000.0,15.483596,17.894926,-4195537500000000.0,9522019000000000.0,2846873000000000.0,711975650000000.0,1116051100000000.0,384628850000000.0,291.3437,0.94316554,1.370551,1.8349147,54.59304,25.039867,2021-09-13,18.64954081780636
13602687000000.0,19551928000000.0,,,,,2024044300000000.0,,,358801030000000.0,277.53305,1.3580726,0.7535942,1.8260906,54.47024,25.496971,2021-09-14,27.893984528689618
38658548000000.0,18490958000000.0,,,,,2457748000000000.0,,,356282940000000.0,266.06967,0.9725799,-0.25212422,0.30047542,54.696835,25.730234,2021-09-15,28.974448655571827
48648950000000.0,15904178000000.0,,,-4516539300000000.0,1.0210822e+16,2559524000000000.0,-70012635000000.0,1079505600000000.0,237202140000000.0,285.95187,0.82371753,0.9697793,2.710274,54.743862,24.889854,2021-09-16,25.82036521350955
31643742000000.0,13809636000000.0,,,,,2612887400000000.0,,,211654650000000.0,287.1294,0.87149864,-0.011196454,0.02141506,54.549313,25.265142,2021-09-17,15.360958017281945
34993712000000.0,15180319000000.0,,,,,2620762000000000.0,,,228349570000000.0,279.47275,2.674376,-0.21701756,0.20024708,54.818993,25.29478,2021-09-18,14.686627982982339
51488390000000.0,16452027000000.0,,,,,2866951000000000.0,,,225599700000000.0,277.7365,1.1643089,-0.2598299,0.22884583,54.864883,25.308533,2021-09-19,19.843795621937783
45758095000000.0,16252716000000.0,,,,,2925143600000000.0,,,241224820000000.0,292.1856,0.89010763,0.10385685,0.3258998,54.69815,25.340542,2021-09-20,4.095287738060475
54414543000000.0,14673362000000.0,,,,,2796178300000000.0,,,212861460000000.0,296.51312,0.8485133,-0.721664,0.46234825,54.673332,25.551596,2021-09-21,17.54700915311828
48640794000000.0,15309178000000.0,,,,,2496333800000000.0,,,213422980000000.0,308.6607,0.8202827,0.47742033,1.3219754,54.695553,24.8872,2021-09-22,25.242444817663905
24725005000000.0,17459624000000.0,,,,,2007714400000000.0,,,249578390000000.0,289.50104,1.4354298,0.19039041,1.0108395,54.907524,24.902357,2021-09-23,34.42737358384947
58844382000000.0,16973033000000.0,,,,,2353425200000000.0,,,228872900000000.0,331.5339,0.873622,0.30811992,8.966933,54.897747,24.910933,2021-09-24,33.271647543460986
45835966000000.0,16736014000000.0,24.1189,20.349745,2122258800000000.0,2614897700000000.0,1995588400000000.0,-966560200000000.0,937415200000000.0,231647330000000.0,289.7543,0.80712515,-0.04639605,0.073096246,54.51504,25.251608,2021-09-25,19.228643104875438
39257473000000.0,20292477000000.0,13.497952,22.155651,-8438922000000000.0,6.791734e+16,2614381200000000.0,1125867900000000.0,1552867700000000.0,399266670000000.0,270.35522,0.87157434,0.55763406,98.48026,54.66269,25.13507,2021-09-26,9.690073779967406
40329030000000.0,19871200000000.0,10.504475,18.302015,,,1940339300000000.0,,,286894350000000.0,275.77496,0.8680279,-0.4750547,0.40506956,54.52992,25.621078,2021-09-27,28.092269607827323
