BrO,BrO_Error,H2O,H2O_Error,HCHO,HCHO_Error,NO2,NO2Tropo,NO2Tropo_Error,NO2_Error,O3,O3_Error,SO2,SO2_Error,lat,lon,date,km_to_Vilnius
51984464000000.0,14404302000000.0,,,,,2012524800000000.0,,,259361680000000.0,389.4386,0.7888836,0.1039581,0.16651966,54.747135,24.809958,2018-03-26,30.897660961207755
45376700000000.0,22817655000000.0,2.410522,17.973047,5889854500000000.0,5096322000000000.0,2226303400000000.0,-265632100000000.0,1733259600000000.0,539920270000000.0,444.18927,0.7515567,2.0731354,1.08534,54.944424,24.826868,2018-03-27,40.74121010637635
65255967000000.0,20480851000000.0,2.603447,18.703222,-2.8872413e+16,2.3021057e+16,1972987600000000.0,-1114796750000000.0,1897333000000000.0,572204060000000.0,472.98535,0.7223559,-1.6648964,2.0759795,54.924892,24.817015,2018-03-28,39.721286108232675
69306436000000.0,19040680000000.0,3.249277,19.395323,-1.7608409e+16,6.0681033e+16,3673281500000000.0,4559330600000000.0,2321202200000000.0,461264560000000.0,435.36658,0.662433,-0.27110475,1.3378137,54.52887,25.163021,2018-03-29,19.14199454214145
50443640000000.0,12998908000000.0,8.810362,14.936415,,,3656567700000000.0,,,200589670000000.0,455.34384,0.71002936,0.29817665,0.38176164,54.67816,25.022102,2018-03-30,16.589455840194653
46079190000000.0,15023271000000.0,6.6573625,15.910989,,,3242624300000000.0,,,306493870000000.0,408.3409,0.64120334,0.37579548,0.49744394,54.529568,25.513195,2018-03-31,23.094113780793908
39077950000000.0,12612955000000.0,,,,,2130314800000000.0,,,235343370000000.0,401.41794,1.7998103,0.6056078,0.33231735,54.720512,25.549873,2018-04-01,17.74907634797708
47277024000000.0,13805741000000.0,,,,,2645277000000000.0,,,246035150000000.0,391.4453,1.1904973,0.4213751,0.30773133,54.69454,25.568344,2018-04-02,18.568879132569236
48530050000000.0,16740471000000.0,7.698158,22.101679,-8084941000000000.0,2.5930159e+16,2367999300000000.0,-672601100000000.0,2093555000000000.0,403192400000000.0,410.76453,0.69555914,0.55782485,0.659799,54.458252,25.620071,2018-04-03,33.60682511974377
58785030000000.0,16876791000000.0,17.87522,19.23821,-1.4972247e+16,2.1790816e+17,2346229200000000.0,-982437400000000.0,1851547400000000.0,440379700000000.0,389.72568,0.67854285,-0.845921,2.1505451,54.556297,25.281729,2018-04-04,14.556335585789306
38202860000000.0,16036349000000.0,,,5679028000000000.0,4173624800000000.0,2527122000000000.0,,,362769400000000.0,376.56772,0.9757223,0.22161134,0.39658403,54.591003,25.075855,2018-04-05,16.92603971485051
53748143000000.0,21728523000000.0,5.81631,18.222523,2.2449423e+16,1.0744376e+16,2401464400000000.0,-1360643900000000.0,2155955500000000.0,522948780000000.0,369.92862,0.7653291,-1.3680755,1.4734029,54.724632,25.103472,2018-04-06,12.062690346290736
34052252000000.0,21329850000000.0,9.07259,18.170696,-6078773500000000.0,1.2153284e+16,1739355300000000.0,-3030054300000000.0,2188287700000000.0,597249500000000.0,364.17255,0.79518545,-0.7557795,1.8778139,54.643944,25.12079,2018-04-07,11.294719289919486
23433354000000.0,15882408000000.0,10.10099,19.786875,2.162306e+16,9532085000000000.0,3162068200000000.0,2497391000000000.0,2684780800000000.0,448346030000000.0,339.37537,0.7887768,0.14044118,0.2826539,54.699635,25.335863,2018-04-08,3.865119036028395
25654900000000.0,15046540000000.0,14.493564,20.745323,1.1584715e+16,6316527300000000.0,3326459200000000.0,2596172000000000.0,2174458500000000.0,325356460000000.0,352.24957,0.6332121,-0.39325297,6.695743,54.55742,25.555752,2018-04-09,22.892786361223802
25639596000000.0,19104807000000.0,16.04934,18.19393,2.242058e+16,8590715000000000.0,3848762600000000.0,3959901900000000.0,2264258700000000.0,507589540000000.0,354.85596,0.9104648,-1.1678903,1.5879428,54.959984,24.885704,2018-04-10,39.45931118716109
34900713000000.0,21202907000000.0,5.9190984,15.740896,9260945000000000.0,7024951000000000.0,2782283600000000.0,314753420000000.0,1871135800000000.0,604879240000000.0,394.88596,0.747818,-0.00088835845,0.00400531,54.74549,25.314745,2018-04-11,6.8612741314929755
38021856000000.0,18026483000000.0,12.902371,19.401413,1.243099e+16,7077239000000000.0,2065855600000000.0,-4092484800000000.0,2922200500000000.0,524980800000000.0,374.0196,0.7271485,-0.0010965525,0.0035595715,54.91522,24.853765,2018-04-12,37.25779487892817
23185000000000.0,16747266000000.0,13.987582,18.649128,2.3498196e+16,8973088000000000.0,3333396300000000.0,1567054700000000.0,2021139800000000.0,382833500000000.0,371.9938,0.65042806,-1.3215494,1.429633,54.574696,24.907335,2018-04-13,27.0353383641553
41703168000000.0,13721132000000.0,11.977404,21.332705,-1492420500000000.0,1442589600000000.0,3232197200000000.0,1262730500000000.0,1970263500000000.0,355896200000000.0,341.58163,0.6848582,0.9193172,0.8675287,54.68751,25.325216,2018-04-14,2.9257376777201576
26201503000000.0,18913297000000.0,12.280326,20.457165,2.5243498e+16,9121528000000000.0,4041129600000000.0,4620229000000000.0,2780849300000000.0,518629380000000.0,331.16653,0.7534811,-1.5055739,1.0504282,54.715466,25.570463,2018-04-15,18.944841521114565
38525748000000.0,15997371000000.0,,,,,2418759200000000.0,,,282785040000000.0,325.32874,2.2431948,-0.5884037,0.6329996,54.793335,25.579142,2018-04-16,22.55535450191042
49510720000000.0,13809963000000.0,,,,,2474541000000000.0,,,259122700000000.0,320.01486,1.271477,-0.03331192,0.23216118,54.65592,25.601286,2018-04-17,20.96840649506875
62754680000000.0,14180221000000.0,10.630926,16.663048,-7106032500000000.0,1.7574331e+16,3133834000000000.0,714901800000000.0,1283198800000000.0,241234770000000.0,367.6144,0.6629668,0.26507878,0.58451736,54.677345,24.768843,2018-04-18,32.85758104317117
35835770000000.0,18567175000000.0,9.729784,16.911793,-1.6513226e+16,3.3541012e+16,2936416500000000.0,,,336693900000000.0,361.6221,0.8243392,-1.2202011,1.0056295,54.804695,25.34843,2018-04-19,13.789458493854966
27834855000000.0,22498094000000.0,12.051011,18.001984,4682744000000000.0,4152415000000000.0,2666340700000000.0,-547532930000000.0,1986240000000000.0,639193140000000.0,323.27957,0.90780693,1.7578456,0.9514192,54.721325,25.104956,2018-04-20,11.850870763441733
39451732000000.0,22206541000000.0,12.583006,16.614069,6376039500000000.0,5274394300000000.0,3804274300000000.0,3373127200000000.0,2746824600000000.0,619173800000000.0,341.65073,0.83642155,0.7022619,0.78841275,54.741505,25.115175,2018-04-21,12.171309085898976
40125547000000.0,19997900000000.0,8.957367,19.32875,-7024070000000000.0,1.3250075e+16,2817743400000000.0,,,462332930000000.0,368.0432,0.7547141,-1.4397825,1.0357362,54.54804,25.158195,2018-04-22,17.33903932598816
-2640230500000.0,17325013000000.0,10.792948,18.71055,3.095054e+16,1.0713676e+16,3040774300000000.0,-243446080000000.0,1730239800000000.0,405784750000000.0,368.9911,0.7527044,-0.18379411,8.72278,54.759315,25.082537,2018-04-23,14.987081607196071
64664898000000.0,16997236000000.0,7.7432795,18.835882,-4531665000000000.0,6240577300000000.0,3622046900000000.0,1107910840000000.0,1112726240000000.0,265380800000000.0,404.425,0.6572566,-0.61774886,1.4279257,54.706226,25.707226,2018-04-24,27.55413279849021
44460550000000.0,15020394000000.0,,,,,2976042000000000.0,,,257397020000000.0,334.70935,1.1078774,-0.71846837,0.5170353,54.700645,24.651814,2018-04-25,40.37830694762379
29695828000000.0,17996397000000.0,,,,,2900396500000000.0,,,269924970000000.0,360.7003,0.92455953,-0.044551216,0.43707985,54.66717,24.658344,2018-04-26,40.009487269884744
51184593000000.0,16126636000000.0,7.2240334,19.508482,7019036300000000.0,3309348300000000.0,4025249300000000.0,3129888200000000.0,1737443300000000.0,318872430000000.0,413.45547,0.7201549,-1.0841333,1.2397879,54.60424,25.172684,2018-04-27,11.511108175588971
41333243000000.0,14584297000000.0,,,,,3186652900000000.0,,,249756340000000.0,360.444,0.971514,0.03646571,0.17508605,54.66809,25.06173,2018-04-28,14.173530710595653
33698875000000.0,16173500000000.0,,,,,3034548700000000.0,,,345812040000000.0,335.78882,0.903427,0.8106489,0.6567798,54.581364,25.53463,2018-04-29,20.191211374402897
38961695000000.0,22088130000000.0,18.427162,19.598057,9764232000000000.0,5095894000000000.0,4226256000000000.0,4438009800000000.0,3031009700000000.0,652240900000000.0,322.32217,0.945794,0.085846245,0.44079673,54.76411,25.5543,2018-04-30,19.59761175062441
34197886000000.0,20722934000000.0,19.782639,17.493883,2.2961748e+16,9119580000000000.0,3341290700000000.0,247693430000000.0,2039698900000000.0,541610500000000.0,322.9986,0.9550992,0.86380416,0.8387408,54.727703,25.56562,2018-05-01,18.912428389210454
11692308000000.0,18493559000000.0,16.078278,19.274284,1.7747739e+16,5803575000000000.0,3384286000000000.0,638836600000000.0,1999189400000000.0,447080730000000.0,343.01932,0.7163657,-1.7781823,1.0422963,54.4803,25.61586,2018-05-02,31.599271251361262
18105426000000.0,17361628000000.0,20.977285,17.521084,484168950000000.0,386473340000000.0,4087524700000000.0,3377798500000000.0,2008091600000000.0,413785070000000.0,345.21063,0.7724009,1.6835735,1.0148091,54.565487,25.282265,2018-05-03,13.53487525180868
40403345000000.0,16144731000000.0,,,,,3920257200000000.0,,,296301100000000.0,336.59238,0.73873204,-0.27528504,0.58662105,54.591816,25.065395,2018-05-04,17.39751809243443
37175178000000.0,24287962000000.0,9.316775,16.952908,1.4445443e+16,6544132700000000.0,3660839500000000.0,872643400000000.0,2072474500000000.0,660752100000000.0,364.22888,0.82858694,0.8176422,0.8819181,54.715252,25.088772,2018-05-05,12.658018569402966
60667353000000.0,22840997000000.0,10.34013,16.995329,-1.4046922e+16,1.3932224e+17,2168237700000000.0,-3694928200000000.0,1885623900000000.0,561656160000000.0,350.717,0.76083255,0.33292702,0.78473413,54.625267,25.09856,2018-05-06,13.534662853993684
43129655000000.0,18576930000000.0,13.626466,18.373856,3649542700000000.0,2491131800000000.0,3608351500000000.0,834223600000000.0,1542766300000000.0,399142080000000.0,313.8839,0.81718904,1.047257,0.79505825,54.67208,25.301943,2018-05-07,2.207120505396976
52649430000000.0,17268921000000.0,15.64838,20.062576,369524360000000.0,249071140000000.0,3329951000000000.0,,,416181120000000.0,310.77957,0.7458951,-0.754628,0.8055073,54.519455,25.518456,2018-05-08,24.17407670830609
35837370000000.0,23745889000000.0,18.77088,17.103104,-1.8112455e+16,1.670803e+17,3786194600000000.0,645963350000000.0,1979614300000000.0,613853900000000.0,338.53113,0.9118375,0.46510756,1.017352,54.912018,24.839947,2018-05-09,37.67517647436995
24209739000000.0,21918206000000.0,18.41759,17.481339,7154976000000000.0,3903164500000000.0,3656721700000000.0,352138800000000.0,1905957600000000.0,649816000000000.0,351.3109,0.84465927,1.1241512,0.98263174,54.688828,25.259094,2018-05-10,1.3367405275879727
20621874000000.0,21000691000000.0,9.248086,16.397655,8492355600000000.0,4879969000000000.0,4139043600000000.0,1630031500000000.0,1881293400000000.0,540421700000000.0,347.38254,0.85834366,0.49955013,0.8747815,54.84696,24.803617,2018-05-11,35.330768777890434
18414515000000.0,19230733000000.0,11.905514,17.822334,4266503500000000.0,2575202000000000.0,3794393200000000.0,,,441346380000000.0,337.68735,0.71878254,-0.8145537,0.8758821,54.84513,24.971857,2018-05-12,26.426793209663543
35296637000000.0,15319200000000.0,15.291232,20.395124,7969023000000000.0,3574195000000000.0,3359813000000000.0,,,363452680000000.0,343.66797,0.63088757,0.47374776,0.9529411,54.642334,25.16439,2018-05-13,8.937606005331597
64439280000000.0,18543372000000.0,10.935274,19.782648,-1.7088875e+16,6.2637313e+16,4020958900000000.0,,,444954300000000.0,360.4344,0.87698805,0.0030223683,0.08855744,54.620907,25.487309,2018-05-14,15.254297882143446
46518157000000.0,16104642000000.0,,,,,3798568400000000.0,,,318876020000000.0,372.1992,0.88750136,-0.22341077,0.3914192,54.68663,25.505182,2018-05-15,14.493114116679125
25973685000000.0,20879620000000.0,15.361158,18.028257,7103736000000000.0,3852097400000000.0,3830642100000000.0,,,390357970000000.0,365.49768,0.8661846,0.3883409,1.0157957,54.538994,25.531996,2018-05-16,23.141128224372114
49324060000000.0,16111428000000.0,,,,,4339216000000000.0,,,299058670000000.0,379.7407,0.78134525,-0.02490358,0.17990585,54.53223,25.738216,2018-05-17,34.187692567134725
56294910000000.0,16972089000000.0,,,,,4210062500000000.0,,,315288350000000.0,368.81177,0.99438626,-0.12884478,0.4195708,54.673,25.238564,2018-05-18,3.080005135153397
35787605000000.0,18469532000000.0,19.083605,15.23006,,,4066187500000000.0,,,363373830000000.0,356.1602,0.8497302,0.162912,0.993986,54.578896,24.999777,2018-05-19,21.67044879052891
46106640000000.0,20860564000000.0,7.7206616,16.910643,-2905368000000000.0,3749246000000000.0,3830948200000000.0,166425300000000.0,1713441800000000.0,537713060000000.0,345.4004,0.8663826,0.7957763,0.8437249,54.58816,25.017714,2018-05-20,20.137771066790936
37652355000000.0,21558398000000.0,10.269889,17.013391,6082065000000000.0,3131275400000000.0,3421968200000000.0,,,518888150000000.0,347.67395,0.85692483,-1.0954767,0.8507862,54.730312,25.223055,2018-05-21,6.018526714217368
40819336000000.0,15300395000000.0,,,,,3562217200000000.0,,,241666850000000.0,363.66406,1.1574197,0.29634303,0.61409414,54.673687,25.409813,2018-05-22,8.498307237556949
51072300000000.0,18879949000000.0,,,-1480067700000000.0,1306280600000000.0,4367184000000000.0,1674842600000000.0,1264904900000000.0,326080700000000.0,392.63464,0.72839236,-0.43742114,0.6933771,54.528812,25.571852,2018-05-23,25.771539667904705
42594025000000.0,24619422000000.0,19.158768,16.229727,1.8771034e+16,6783514000000000.0,3911614600000000.0,743059200000000.0,2042568300000000.0,676874300000000.0,357.16864,0.88063955,0.5530856,0.9765565,54.85008,24.738848,2018-05-24,39.13634294568074
55601615000000.0,20716905000000.0,21.211813,16.967892,-7394756300000000.0,1.1750217e+16,4643114000000000.0,3493786500000000.0,2441081000000000.0,669958860000000.0,353.2212,0.78757066,-1.4667073,0.79589105,54.807976,24.73087,2018-05-25,37.69680158582765
35627710000000.0,21220188000000.0,19.484594,18.297033,8907278500000000.0,5191500000000000.0,3267335400000000.0,-765209100000000.0,1934778900000000.0,538205540000000.0,342.68845,0.8898974,0.32220566,1.2301147,54.73867,25.21125,2018-05-26,7.217149830767119
30140241000000.0,15886805000000.0,,,6896789000000000.0,3265747400000000.0,3385481000000000.0,,,422372750000000.0,337.90558,0.72732466,-1.1313728,0.7935271,54.794155,25.06314,2018-05-27,18.294239346874004
40846733000000.0,21382260000000.0,16.656061,16.795832,1.5106523e+16,5982198500000000.0,4098259100000000.0,,,563244600000000.0,333.1187,0.8949573,0.106307186,1.4246663,54.683872,25.62559,2018-05-28,22.236085694298378
33688780000000.0,21834408000000.0,20.88682,17.363777,4985828400000000.0,3527633300000000.0,3104472400000000.0,-1916159300000000.0,2043343700000000.0,633832000000000.0,336.84616,0.8769074,1.0796815,0.8316882,54.524498,25.40218,2018-05-29,19.73652726571757
52740235000000.0,23473550000000.0,16.868473,16.743954,2041885200000000.0,1546508500000000.0,3964328400000000.0,674400660000000.0,2110204000000000.0,642827150000000.0,333.72305,0.93456805,0.20924462,0.9372815,54.476974,25.422724,2018-05-30,25.1274116731618
24239111000000.0,20623089000000.0,14.621942,18.01612,9972329000000000.0,4240061500000000.0,4007597200000000.0,,,562770140000000.0,321.9965,0.7242951,-0.94142914,0.6735953,54.56448,25.634031,2018-05-31,26.57932846571643
20273617000000.0,19005652000000.0,11.224244,17.606907,2.5335868e+16,8433236500000000.0,3737126000000000.0,-105600285000000.0,1794293900000000.0,605573200000000.0,337.1658,0.7344537,-0.7107312,0.9543987,54.62644,25.35224,2018-06-01,8.210839292412274
38076773000000.0,16054305000000.0,,,,,3795625500000000.0,,,304070260000000.0,353.3953,1.5297562,-0.07447249,0.26364207,54.648136,25.114367,2018-06-02,11.485004001636785
12533780000000.0,23845540000000.0,,,1.5781355e+16,7051056000000000.0,4308735600000000.0,1355253200000000.0,2027573300000000.0,589930330000000.0,365.42844,0.8415432,-0.9697797,0.8658401,54.765465,25.11707,2018-06-03,13.593827431586659
26060696000000.0,23019220000000.0,19.986132,18.003904,1.7482407e+16,6847073400000000.0,3896957800000000.0,604804300000000.0,1835211000000000.0,586748800000000.0,340.36182,0.973692,0.5013155,1.5273347,54.66562,25.120037,2018-06-04,10.541817918070226
30429636000000.0,16109473000000.0,,,,,3748160000000000.0,,,309836700000000.0,331.5086,0.9271483,-0.40385583,0.42384678,54.70458,25.298424,2018-06-05,2.276527925192942
38278464000000.0,15256920000000.0,5.9790034,19.372183,,,4255471300000000.0,,,299036460000000.0,356.69855,0.7009739,1.0420179,0.85415274,54.542255,25.499569,2018-06-06,21.452074052555503
29256483000000.0,19576325000000.0,11.531153,16.707767,4897314000000000.0,2994348400000000.0,4003489600000000.0,,,421242740000000.0,350.39572,0.7905117,0.85283214,1.1425854,54.92035,24.848951,2018-06-07,37.87135544837521
8036734700000.0,24830078000000.0,17.668657,16.20926,2.9907313e+16,1.0461583e+16,2550817300000000.0,-2909930000000000.0,1855899400000000.0,664940400000000.0,347.75836,0.96801347,-0.33570498,0.57110244,54.688038,25.261614,2018-06-08,1.1661962521006568
,,,,,,5591500300000000.0,,,221470740000000.0,351.92523,3.8400166,,,54.624474,25.443413,2018-06-09,12.63113802314638
15057259000000.0,17630673000000.0,,,2.3530118e+16,7630701000000000.0,3991446300000000.0,,,366034400000000.0,348.05258,0.69891924,-0.07061874,0.17919374,54.82689,24.95359,2018-06-10,26.059699667786543
38054773000000.0,13217123000000.0,,,,,3633633600000000.0,,,234867900000000.0,343.47614,1.263827,-0.30263743,0.35497147,54.614567,25.145027,2018-06-11,11.844452147425551
47291524000000.0,17558020000000.0,10.20308,17.147697,,,4208038200000000.0,,,355083370000000.0,349.17953,0.9074923,-0.18240827,0.3435993,54.58029,25.47329,2018-06-12,17.220837018297697
45155894000000.0,24867018000000.0,16.318584,17.824793,9333481000000000.0,5074593000000000.0,4594505300000000.0,3307448800000000.0,2776487500000000.0,741208600000000.0,346.65396,0.9159996,0.32118022,4.573211,54.639038,25.480263,2018-06-13,13.966398748042007
46553840000000.0,15479242000000.0,,,,,3819346400000000.0,,,306633450000000.0,343.4689,1.0518792,-0.16649346,0.26463717,54.48365,25.496965,2018-06-14,26.613462490729777
36330533000000.0,16925771000000.0,,,-1462264800000000.0,756642300000000.0,4151986800000000.0,774311400000000.0,1226120800000000.0,320912000000000.0,371.2827,0.72479916,0.44216517,2.4991045,54.83496,24.772812,2018-06-15,36.43560910988154
36981600000000.0,16157044000000.0,,,,,3643982600000000.0,,,302526560000000.0,357.13248,0.8118067,0.53582686,0.75872725,54.60267,25.17727,2018-06-16,11.479647528382772
40187946000000.0,13382023000000.0,,,,,3918257300000000.0,,,251295000000000.0,339.43045,0.8268212,-0.39887372,0.51207185,54.408176,30.064869,2018-06-17,310.1178451733792
42673540000000.0,23750234000000.0,19.771883,17.354645,3783195000000000.0,2728001600000000.0,4041446000000000.0,573542000000000.0,2123097100000000.0,562762180000000.0,342.23996,0.990405,-0.9723309,0.8010059,54.8384,25.156675,2018-06-18,18.57311395527508
15264885000000.0,19979693000000.0,21.897245,18.506693,2806312300000000.0,1828795200000000.0,3368051300000000.0,,,531398200000000.0,305.8835,0.9637715,0.74630123,0.9599254,54.629257,25.170803,2018-06-19,9.5169783868848
33439143000000.0,15993840000000.0,16.184378,18.361637,-1602580700000000.0,1090966700000000.0,3836120400000000.0,,,462872920000000.0,315.92203,0.8240893,0.06717234,0.28800473,54.562412,25.366165,2018-06-20,14.950547116363287
18535206000000.0,18414895000000.0,10.475193,17.935968,9612595000000000.0,4575318600000000.0,4527388400000000.0,2116770100000000.0,1334030500000000.0,375249500000000.0,341.17868,0.7843931,-0.24333717,0.40905237,54.745808,25.73002,2018-06-21,29.6485006930995
76490300000000.0,19380612000000.0,10.356566,19.02867,-1445473700000000.0,1095151200000000.0,4450549300000000.0,,,454965450000000.0,323.94495,0.8490253,0.09911527,0.8288563,54.72472,24.654413,2018-06-22,40.38773545740196
43721106000000.0,19235657000000.0,12.065807,18.033157,,,4226857200000000.0,,,369079700000000.0,346.7026,0.9483939,-0.016809838,0.054377418,54.671085,24.66369,2018-06-23,39.64236104059248
45440116000000.0,16721604000000.0,,,7561594300000000.0,3080652300000000.0,3967477000000000.0,939324200000000.0,1086110900000000.0,298912280000000.0,403.2867,0.75310564,-0.67445546,0.84165627,54.594437,25.140074,2018-06-24,13.679173613314232
34170414000000.0,13046415000000.0,,,,,4109341200000000.0,,,243112240000000.0,381.81204,0.7892946,0.019317362,0.09938414,54.707005,25.030518,2018-06-25,16.16301227508934
32834912000000.0,15616166000000.0,14.155313,18.747591,,,4283395800000000.0,,,310066840000000.0,368.7852,0.7589873,-0.3760249,0.4299618,54.533768,25.494255,2018-06-26,21.95382510727063
30837488000000.0,23149586000000.0,18.49187,18.79031,-1.3417411e+16,2.2588307e+16,5271883400000000.0,4889530400000000.0,2544966000000000.0,549856040000000.0,342.73825,0.8080789,-0.49532393,0.6532459,54.697163,25.513083,2018-06-27,15.039726771652777
34950758000000.0,21600410000000.0,20.08414,18.895124,3.899713e+16,1.0687876e+16,3945372800000000.0,780707800000000.0,2073201100000000.0,580250500000000.0,327.7879,0.8793396,-1.2088012,0.75161374,54.641953,25.524122,2018-06-28,16.504549856437684
43849494000000.0,17978510000000.0,,,,,3963902000000000.0,,,367091000000000.0,328.47958,0.79217315,0.46806878,0.8275884,54.7252,25.703615,2018-06-29,27.560217182387884
31964065000000.0,13428407000000.0,,,,,3818737300000000.0,,,285927180000000.0,345.1805,0.8330403,0.08392243,9.494124,54.769173,25.480928,2018-06-30,15.812396926397712
44102470000000.0,14732662000000.0,,,,,3580177400000000.0,,,297779000000000.0,330.94763,0.81572443,0.25093064,0.5772959,54.787167,25.22488,2018-07-01,11.659606268232515
44548286000000.0,16646567000000.0,,,,,3962128500000000.0,,,301769870000000.0,340.3276,0.7779408,-0.29181743,0.35120377,54.563152,24.987356,2018-07-02,23.33280242985393
53137033000000.0,17646890000000.0,,,,,4293375500000000.0,,,359073220000000.0,348.14215,0.9862007,-0.14972953,0.39364365,54.795757,25.18645,2018-07-03,13.473548019400354
51500965000000.0,14157749000000.0,,,,,3812595000000000.0,,,330937560000000.0,343.3857,0.7182093,-0.63617504,0.5068357,54.82733,25.353706,2018-07-04,16.289236388658917
30543503000000.0,13367496000000.0,,,,,3867352000000000.0,,,319868930000000.0,309.9127,0.8871326,0.11605101,2.7056959,54.657074,25.543371,2018-07-05,17.28153714448134
33029907000000.0,21541138000000.0,19.078508,18.202198,1474965000000000.0,916460700000000.0,4027827000000000.0,,,443975500000000.0,319.32294,0.84681773,-0.41635865,0.59344876,54.693855,24.676367,2018-07-06,38.78305560667225
36171816000000.0,21366010000000.0,20.402573,16.15326,1.1890066e+16,5154774700000000.0,3811146000000000.0,361238560000000.0,1271857800000000.0,458504570000000.0,340.93204,0.93683475,1.0300065,1.2350905,54.78683,25.322323,2018-07-07,11.41125830379996
9728806000000.0,4811243000000.0,,,,,5603889000000000.0,,,217689510000000.0,327.9344,3.5968673,-1.8718708,4.3487115,54.86441,25.253538,2018-07-08,19.77616082054033
26922537000000.0,18560064000000.0,17.363571,18.214987,-1851108500000000.0,1424909200000000.0,4066973000000000.0,,,381668180000000.0,334.16043,0.777801,0.87362045,0.88200176,54.56116,24.889215,2018-07-09,28.780323475727332
41934433000000.0,13720700000000.0,,,-1943669900000000.0,1120707600000000.0,3742381400000000.0,45421536000000.0,1089301400000000.0,247425550000000.0,343.5371,0.6758384,0.4400345,1.7117745,54.646557,25.30833,2018-07-10,4.879932781389197
32925347000000.0,17912132000000.0,,,,,3854000000000000.0,,,321854950000000.0,332.16406,0.8760683,0.20051128,0.97085536,54.65067,25.516258,2018-07-11,15.744616301738313
30277802000000.0,21438185000000.0,,,,,3246072700000000.0,,,426971020000000.0,318.94562,1.0087554,0.12976237,33.85044,54.702938,25.51069,2018-07-12,14.946819975942557
44923970000000.0,16511510000000.0,,,,,3975279200000000.0,,,342026230000000.0,340.17368,1.0286098,0.042152088,0.24005705,54.53767,25.533367,2018-07-13,23.30816904675977
38243324000000.0,15819758000000.0,,,,,4687434400000000.0,,,296238660000000.0,351.53464,0.75756246,-0.2562911,0.4036604,54.51373,25.73453,2018-07-14,35.076392271773955
39924787000000.0,15000916000000.0,,,,,3901158300000000.0,,,326750070000000.0,335.4851,0.8434196,-0.57776296,0.4611122,54.64169,25.213606,2018-07-15,6.608774098764698
27913129000000.0,17293449000000.0,,,,,3665331800000000.0,,,384941280000000.0,319.456,1.0793121,-0.20487037,0.33532244,54.863636,25.205343,2018-07-16,20.190077376871347
18083510000000.0,18041557000000.0,,,,,3794689200000000.0,,,370234640000000.0,324.37833,1.0917757,0.090905294,0.48430836,54.862766,25.17532,2018-07-17,20.637991319416244
36110328000000.0,18958676000000.0,32.239475,17.689526,6635006000000000.0,2740862000000000.0,3337548000000000.0,,,462400000000000.0,321.71094,0.84712094,-0.69421107,0.5655252,54.643955,25.1958,2018-07-18,7.227368949191916
21873883000000.0,15039312000000.0,21.75231,20.32409,,,3902434400000000.0,,,278203800000000.0,333.48593,0.82865685,0.012600569,0.047419332,54.569843,25.382797,2018-07-19,14.639940933529116
53896120000000.0,16029842000000.0,30.48591,15.426132,-9057050000000000.0,9442702000000000.0,4405934200000000.0,2326873400000000.0,1310197000000000.0,366416850000000.0,329.85754,0.75821364,-0.47780043,0.64071727,54.745808,25.746517,2018-07-20,30.683046064446863
26563593000000.0,19046180000000.0,27.504368,15.096979,,,4167291000000000.0,,,370457800000000.0,312.8734,0.9254891,0.40935075,1.5674212,54.717827,24.663694,2018-07-21,39.72502817497207
-22017370000000.0,20835463000000.0,25.228514,19.454416,4.2125817e+16,1.1169196e+16,5519105500000000.0,6697874000000000.0,3064537500000000.0,551117200000000.0,323.1148,0.89594626,-0.37696505,0.51137704,54.65687,24.667145,2018-07-22,39.53074659574048
45504420000000.0,17789400000000.0,,,7623201300000000.0,2854774600000000.0,3677287400000000.0,91419710000000.0,1065287200000000.0,306819200000000.0,331.70734,0.82135934,-0.66032803,0.67259914,54.56903,25.168398,2018-07-23,14.966128064816843
27226798000000.0,15546229000000.0,34.108955,17.250511,,,3633516800000000.0,,,226620000000000.0,308.4917,0.79517114,0.20757519,7.2687306,54.60678,25.056757,2018-07-24,16.902990934977886
34492838000000.0,15514067000000.0,18.355646,19.401972,,,3627809400000000.0,,,301814100000000.0,325.17596,0.8331381,0.27103895,1.663837,54.5012,25.476238,2018-07-25,24.250081815772106
23831662000000.0,19645686000000.0,26.760809,17.426285,,,3664942000000000.0,,,462184800000000.0,325.92288,0.8919316,0.1493618,1.9445585,54.65481,25.500856,2018-07-26,14.669488334557096
42055030000000.0,16061434000000.0,,,,,3672723400000000.0,,,281632350000000.0,314.3881,1.0474184,-0.05713504,0.14241654,54.59212,25.511229,2018-07-27,18.268960083063302
55123940000000.0,16597562000000.0,34.07851,17.202314,,,4514996000000000.0,,,363619150000000.0,311.14963,0.8980367,-0.7568428,0.5007929,54.665844,25.704777,2018-07-28,27.431991601048985
20556345000000.0,13246583000000.0,,,,,3635993000000000.0,,,254569240000000.0,298.52597,1.1931866,-0.5076576,0.4582609,54.714447,25.429401,2018-07-29,10.084684654628578
55918020000000.0,17501010000000.0,,,-1.12824e+16,1.2788238e+16,3986090000000000.0,,,413053380000000.0,300.8921,0.86924654,0.66586757,1.0378045,54.724266,25.167973,2018-07-30,8.277115225421019
-2680068000000.0,16521001000000.0,,,,,3652302700000000.0,,,326954500000000.0,289.15573,1.2602967,-0.043576665,0.16209641,54.826126,25.160618,2018-07-31,17.234261342113918
